conv_id,turn_id,role,text,speaker_id,duration_min
100,19,buyer,I can't do that To 29 is going to be my absolute top You know you have a great home But I mean the 2 13 houses really appealing to me as well And it's like it's close to the school it's also close to the park um In 229 is just my personal limit and I'm just not comfortable going anything above that Mhm,0,8.199
100,20,seller,Mhm I think if you're also considering the 2 13 house with 17 15 square feet um the price per square foot on that house is um sorry is 124.37 which um is actually the lowest price per square foot for any of the similar houses on the market in the area And if we if we take that low end and multiplied by the square footage of the house that we are considering today it comes out to 2 29 5 92 I would be willing to go to 2:29 500 I think that's that's going to be my final offer,1,8.199
100,21,buyer,So anything else we can negotiate I really think I just can't pay anything about 10-29 I'm thinking Mhm With the paper the house on Sure Is there anything not related to the austin price that That I could get to you because I can't come up above the 2:29,0,8.199
100,22,seller,Yeah I'm sorry Could you repeat that You just cut out a little,1,8.199
100,23,buyer,bit um,0,8.199
100,24,seller,Yeah go,1,8.199
100,25,buyer,ahead I'm longer I don't want to get all the cash and you are relocation fees as well as your next house But from the house I am only I'm only able to pay to 29 Yeah,0,8.199
100,26,seller,Okay I'll take 2:29,1,8.199
101,0,buyer,Okay I recorded too,0,11.259
101,1,seller,Okay great,1,11.259
101,2,buyer,Um So does the buyer start this time also hold on,0,11.259
101,3,seller,Ah Yeah I don't know I think the seller starts Um So I think I can um get this started here Uh So my offer for this lovely home with a convenient location and lovely amenities um is 240,1,11.259
101,4,buyer,2 20,0,11.259
101,5,seller,Okay let's see what we can do here Um Well as you know this is a very nicely located home with a very spacious layout 1846 sq ft Many bedrooms as well as a recreation room You can use that for a family You can turn that into um you know uh a lounge of some form movie theater even uh and 2.5 bathrooms Um We are looking at a nice um somewhat vintage type of home built in 1947 So it has a lot of history and character to it um that uh perhaps a younger home may not have Um And as you know this is a great neighborhood within walking distance of plenty of uh restaurants easy transportation to get to work Um And enviably note located near the Hastings and centennial Park's,1,11.259
101,6,buyer,um For my market research I'm seeing homes for 1875 sq ft that are selling for 233,0,11.259
101,7,seller,Yes but do you have further detail,1,11.259
101,8,buyer,on those homes Yeah These are similar homes in the neighborhood um with similar configurations,0,11.259
101,9,seller,Yeah You have the specifics on those homes,1,11.259
101,10,buyer,I don't have specifics but they are close enough that I can decide to buy somewhere else for a larger for a larger square footage,0,11.259
101,11,seller,I see,1,11.259
101,12,buyer,these are comparable homes,0,11.259
101,13,seller,but without knowing the specifics it is a bit hard to tell if they're missing certain features that would bring up the value of the home such as my home Sorry could you say that again,1,11.259
101,14,buyer,to 25 Mhm 2 to 5,0,11.259
101,15,seller,Oh I'm afraid That's not quite what I think the value of this home would be Well,1,11.259
101,16,buyer,this home has been on the market for a long time and I'm pretty sure you want to get rid of it,0,11.259
101,17,seller,Oh but I don't want to get rid of this lovely home at giveaway price It's a giveaway,1,11.259
101,18,buyer,prices very competitive for a market we're in right now,0,11.259
101,19,seller,I'm not certain that it is giving a,1,11.259
101,20,buyer,parent downturns in the current market situations,0,11.259
101,21,seller,but at a price like that it would just make more economic sense to me to hold on to the house um and find a seller who would um better appreciate its value Mhm Mhm Oh I don't know I think I think the house is worth at least 2 30 2,1,11.259
101,22,buyer,2.3 No I'm sticking up to 25,0,11.259
101,23,seller,"Okay well I think as you said if so the house you mentioned um of 18 75 square feet is 2 33 600 And this home is only What I would say 30 square feet less So I don't think 30 fewer square feet translates to a whole What is that $8,000 difference",1,11.259
101,24,buyer,Square feet can be expensive Mm,0,11.259
101,25,seller,"But I don't think I I agree on that but I don't think 30 translates to $8,000 less",1,11.259
101,26,buyer,one moment Like see some computations So according to my computations I think I'm keen to do to 28,0,11.259
101,27,seller,2 28 I appreciate your coming up on that and I will take that into consideration uh throughout the rest of our negotiations Um May I ask why you're interested in um this home and this area,1,11.259
101,28,buyer,Okay Why I'm interested Um Yeah well I think it's an optimal area in Center Hill Um Yeah it has a number of bedrooms that I need,0,11.259
101,29,seller,Um,1,11.259
101,30,buyer,I think would be a great single family home for guests for people of kids for couples for people to grow in There's fireplaces,0,11.259
101,31,seller,Yes People do love the fireplaces,1,11.259
101,32,buyer,appliances and eating kitchen,0,11.259
101,33,seller,Yes The appliances are very convenient not having to go through all the additional costs of buying further appliances and dealing with those installations,1,11.259
101,34,buyer,So I still stick of 2:28,0,11.259
101,35,seller,Yeah I see Well I think given the amenities you've listed and your desire to purchase the home with such characteristics I think perhaps the price could better reflect that desire,1,11.259
101,36,buyer,Please also know we're in a pandemic and I'm trying to save money too,0,11.259
101,37,seller,Certainly Absolutely I do understand Um But I don't think,1,11.259
101,38,buyer,there are many other home buyers during this time and I'm sure you can use the money as quickly as you can get it to If we come to a negotiation please note this is being paid in all cash,0,11.259
101,39,seller,Oh I see Well I was you know going to offer you um perhaps uh financing in case you know as you said during the pandemic in case that would be an issue for you know for your economic situation I can certainly be flexible with payment installations over time But um now that you mentioned you have flexibility to pay in all cash I'm led to believe that you can move up a bit on price if you are in a financial position to pay upfront in cash I do have a budget Um So let me um you know review the home again and see if we can come to a more mutually agreeable outcome,1,11.259
101,40,buyer,So the final price I'm willing to go up to is 2:30 PM,0,11.259
101,41,seller,Oh I see Mhm I do appreciate your coming up Um And I think that is a uh that is a much appreciated offer from where we began this process,1,11.259
101,42,buyer,Yeah Are you going to take the 2:30,0,11.259
101,43,seller,Um Give me 1 2nd here too Um Review the options as you know this home is very near and dear to my heart having lived here all my life Yeah Yeah Oh,1,11.259
101,44,buyer,all right wait sorry I didn't hear did you say something,0,11.259
101,45,seller,Oh no no Um I uh after much consideration um I believe that we can reached that agreement Um at 2:30,1,11.259
104,0,buyer,Hello,0,4.104
104,1,seller,Hi Yes,1,4.104
104,2,buyer,how's it going,0,4.104
104,3,seller,Good how are you,1,4.104
104,4,buyer,Pretty good So uh so you have a house for sale,0,4.104
104,5,seller,"Yeah so we have a house that's like really good It's in the nice neighborhood and just plenty amenities available including like about four bedrooms recreation room master bedroom fireplaces The outside amenities also have include like a brick fixture So I would like to ask for a price of at least 240,000 Which is a good price for this size square footage",1,4.104
104,6,buyer,Right But yeah I was actually looking at other listings in the neighborhood and uh your property is a more expensive Uh and also it was built in 1947 Is that correct,0,4.104
104,7,seller,Yes,1,4.104
104,8,buyer,So that's not that's not really a new was really looking for kind of a newer home So if you could but it's the location is good If you could come down on that price that would be maybe we could make a deal,0,4.104
104,9,seller,So what kind of price range are you looking for,1,4.104
104,10,buyer,Uh Mhm Let's say uh like 2 25 somewhere in that range uh well we're not that far apart to 40 Well,0,4.104
104,11,seller,well I'll have to say that adults built a little earlier The square feet is approximately the same as neighbor homes with similar characteristics Like another home of 1920 sq ft Also asked for around 2:39 600 And So I think we should I could give you maybe five or 1000 off But,1,4.104
104,12,buyer,Yeah Yeah that's not really Yeah I mean I understand what you're saying with the square footage but you know an older home is going to require uh like more maintenance and you know probably things will need to be replaced and you know and that's the costs You know that costs too So I'm just thinking about the upkeep is going to be more,0,4.104
104,13,seller,"And I offer you so to 35,000 is too much for you",1,4.104
104,14,buyer,Uh I could I could do let's say uh two thirties Perhaps,0,4.104
104,15,seller,I'll have to say maybe like 232 just because the square footage for a house of 18 75 is already 2 33 And this one also has 18 46 square footage so it's only off by like 30 square feet And you have to keep in mind that this also comes with like restaurants and transportation's within walking distance and a garage as well,1,4.104
104,16,buyer,Yeah I just concerned you know with a 70 year old house you know that's I mean like 2 30 is really you know and then probably I'm going to have to spend you know another tend to do some kind of upgrades to kind of get it up to kind of modern standards So you know like like 2 30 Anything about 2 30 is really pushing it for me But I could I could do through 30,0,4.104
104,17,seller,Okay I'll accept your offer to dirty again,1,4.104
105,0,buyer,Hey can you hear me,0,10.104
105,1,seller,Hi Yeah I'm just trying to figure out how to um do you save the recording after two done Where is there a button Once it starts,1,10.104
105,2,buyer,it looks like it's already recording,0,10.104
105,3,seller,Okay,1,10.104
105,4,buyer,All right Yeah I just hit record as well,0,10.104
105,5,seller,Okay So I guess it gives the option after Um How are you,1,10.104
105,6,buyer,Good How are you,0,10.104
105,7,seller,Pretty good Um So also I guess you're you're starting first,1,10.104
105,8,buyer,"Yes Um So very interested in this home that you are selling And I have um run some comments based on neighboring homes Um And I understand that The asking price is 240,000 which was above the comments that I've seen in neighboring areas that have sold for similar prices Um and that are roughly the same square footage So I was hoping you could tell me a little bit more about the house and I guess why you're selling",0,10.104
105,9,seller,"Um Okay Well so I consulted with a real estate investor And um they said that the house is worth um 240,000 and um well I guess one of the reasons why it is that price is that um currently there this appears to be the house that uh one of the only ones that's on the market as a lot of a lot of other houses haven't sold in a long time And um I personally I think that this is um in like one of the best areas and um sorry there's so much information Um Well I mean it has it's very spacious Um There are four bedrooms recreation room in 2.5 bedrooms Um Yeah It's in a great location it's near two parts um Lots of restaurants and transportation within walking distance amazing landscaping Um It was built in 1947 but it's been the outside has been updated and um it looks it doesn't it definitely doesn't look outdated and there's a beautiful landscaping Um And I mean those are just a few of the amenities Um",1,10.104
105,10,buyer,"Yeah Okay Well yeah look I'm a big fan of the house I clearly want to make something work here So um you know I think the challenge that I have is uh you know the asking price is um kind of far above what other houses have been sold for and you know definitely recognize that um You know the inventory is low right now on the market Um but you know from what I understand on the description the square footage is 1846 square feet And um you know based on the asking price of 240 that's $130 per square foot Which you know based on um what My realtor has provided me with neighboring houses in this area of similar size Those have all been selling in the kind of 118 $220 Price per square foot range Um And so as a result I think you know despite the you know I love that the house is updated and such Um But I think you know in terms of an initial offer I think I'm going to come in at Um 217,000 um 500 Oh which is right Which is you know just based on the comments that I have I think what would be a fair price for the problem",0,10.104
105,11,seller,"Yeah And I mean I can see why you would say that but I think it's also um quality over quantity Um So I understand that the um the square footage uh is less than um some of the other house or sorry it's roughly the same but the price is higher Um But it is basically one of the only options that is currently being sold and um I think it has a lot of amazing amenities and not only that but the location is um really great They say like one of the biggest parts of real estate is like one of the most important parts is location and um that really hits a lot of the marks Um But I would be since my asking price is 240,000 um I would be willing to um go down to let's say um 237,000",1,10.104
105,12,buyer,"got it Um Okay well I appreciate that Um I think that that's certainly you know step in the right direction Um But I think you know still pretty far apart um You know from what I and again you know I think it's not just the square footage but you know I think at least based on the concept that I have um you know they're like you know there's another house that sold just a block away so you know I definitely recognize that the area is great Um But I guess you know if I and again um looking at um you know what I think would be fair I think I can step up to and again this would be based off of um Kind of $120 per square foot maybe like two Um 220,000",0,10.104
105,13,seller,"Okay Um Yeah I mean I think that that is um also like a step in the right direction Um It's I mean I think it's it's a beautiful house and um it's it's not an easy thing to let go of so I want to make sure that I Um that I sell it for a good price and um you know again I understand that the square footage is a little bit um the price per square footage is a little bit higher Um But I do think that it has amazing amenities and um it you know it's a split level style and um you know the four bedrooms and 2.5 bathrooms is Uh huh that's you know that's a lot of rooms plus the one rec room um And the kitchen is large it also comes with all of the appliances um And um the master bedroom has an entire wall of closet and detailed master bathroom Um And not only that but it has to um fireplaces and the hardwood floors are finished So you know I think like a lot of people when when they first buy a house um you know it's not just the initial price that they're paying for They also have to do a lot of remodeling and I think that when you move into this house um you wouldn't have to do any of that because it's basically all set Um And so um I was thinking maybe so I Well with my offer to 237 Um what do you think of um 235,000",1,10.104
105,14,buyer,Um Well it's still higher than what I would like Um I mean ideally I just want to get a deal done So um what if I meet you halfway and just do 2 27 500 I think that would be my best and final,0,10.104
105,15,seller,Um mm Okay what do you think of um 2 29 thousands,1,10.104
105,16,buyer,What about 2 28 and we call it,0,10.104
105,17,seller,Um Yeah that works,1,10.104
124,0,buyer,Oh come on,0,6.247
124,1,seller,"Oh okay So hi I'm your I'm your seller and Hope all is well I'd really like to sell my lovely home for $240,000",1,6.247
124,2,buyer,Okay Um The most I was willing to pay was 220 That was kind of my range,0,6.247
124,3,seller,"Mhm Well I would let you know that this house is currently 1,843 sq ft of space And compared to other neighboring homes in the area the house that's 1,875 square feet is um Already costed $233,600 But I will let you know that this house is already very modern It's been unfurnished um and already decorated The kitchen comes with appliances as well and there's four bedrooms um one recreation room and lots of space So um considering the fact that has a great view and it's in the hot popular city of Ohio I would say that um it's really well worth the value of it So for considering your um Your price range I will be willing to bump it down to $235,000",1,6.247
124,4,buyer,unfortunately Um It's just out of my budget so Maybe I can add 5000 to what I was thinking but I can't go any higher than that,0,6.247
124,5,seller,And what will that be,1,6.247
124,6,buyer,"Um 200 and 30,000",0,6.247
124,7,seller,"30,000 Okay Um That's pretty good Um I understand your situation of the price but um um could you tell me maybe what's up like outside of the price Could you tell me what are some concerns and hesitations you have about this home maybe",1,6.247
124,8,buyer,Um Well I see that there are four bedrooms and there's one recreation room But I have for kids Mhm And they're all in their teenage years so I don't want to force any of them to share a room,0,6.247
124,9,seller,So it really is just,1,6.247
124,10,buyer,in terms of logistics Like I see the value and the worth of the house but if you're trying to sell it to me I can't afforded at that price And I did look at this house because I saw that some of the neighboring homes were on the cheaper side Um There's one for A selling price of 213 ah 1000 about Um So that's why I was thinking I could max by one at 230 because I know there's another one that's 230 3000 in the same area,0,6.247
124,11,seller,Oh yeah definitely I totally understand Especially if you have kids in their teenage years they would all definitely love to have their own bedroom But I will ensure you that um most likely I'm assuming your kids will be taking online classes and that's why you would prefer that personal bedroom But I will assure you that actually this house does have a large eat in kitchen So there's an there's also the recreation room so there's lots of space actually to have your personal area for your work office So that can be very accommodating for all your Children It's just it's just really a matter of like the beds where like they will be sleeping So it's a possibility that maybe to your Children can share a room but they will be still given that option to have their own personal workspace out either in the living room in the kitchen area So um How about 230 2000,1,6.247
124,12,buyer,"Mm Let's see I mean it also is about money Like I did think about the bedrooms but because of the pandemic my work was cut to part time So it's my husband is the breadwinner right now and he alone can pay for this And because of my credit score I can't take out um a larger loan and I already and I can't refinance So as much as I wish I could pay more 230,000 is already me pushing my budget",0,6.247
124,13,seller,"Oh yes I totally understand I'm really sorry to hear about that And if anything I really care about you finding the right home especially during these situations where we're dealing with economic upsides and downsides Um If I do ensure you though that's this house you're going to be provided with the maximum comfort of your family And it will be rewarding in the long run especially since if you're um the look out for a job you're on your um comfortable to be working from home And despite your husband um not being the breadwinner Um Having the comfort of this style home possibly near work Especially since in a major city town area It will be rewarding in the long run and I feel like um Yes I would really love to accommodate you guys for this So how about just $231,000",1,6.247
124,14,buyer,"Um I appreciate the flexibility here Um And Just for myself like I would totally pay more if I had it Like I'd be willing to pay even $10,000 more if I had it Unfortunately I just don't have it Like I don't have the means to pay for it Um So I think I can only really do 230,000",0,6.247
124,15,seller,"All right well okay 230,000 It is",1,6.247
129,0,buyer,Yeah I started recording as well Cool,0,4.373
129,1,seller,Um I think what does it say Does buyer go first Right Uh huh,1,4.373
129,2,buyer,You get I'm not sure last time it was the seller that one pretty straight,0,4.373
129,3,seller,So for me it was a buyer actually,1,4.373
129,4,buyer,Well um if,0,4.373
129,5,seller,you can if you want to start,1,4.373
129,6,buyer,"Yeah sure So um I'm interested in buying your house Um I've been reading into it And I was thinking that 200,000 is a fair price",0,4.373
129,7,seller,"200,000 Yeah",1,4.373
129,8,buyer,"2,00,000",0,4.373
129,9,seller,"wow Um so I put a lot of work into this house Um and I also have friends who are in real estate and they've said that 240,000 um is a good price So I mean I know it's been on the market for a little so I was going to lower it a little offering you a good deal Yeah",1,4.373
129,10,buyer,So you said it's been on the market for a little bit continue y it's been on the market,0,4.373
129,11,seller,"Um I think just like with Covid right now people are a little uncertain of their futures Um And aren't so cute you know they don't know where they'll be So buying a home is kind of a big risk right now However if you're looking for a home which it sounds like you are um it's definitely beautiful house beautiful neighborhood Um and it's a pretty good bang for your buck So I'm willing to take off a couple of $1,000",1,4.373
129,12,buyer,How many is a couple,0,4.373
129,13,seller,Like two,1,4.373
129,14,buyer,"2000 Yeah I don't know I don't know if I can do that Um you know I mean I I understand this house has been on the market for long uh And I know you're probably eager to sell it like getting getting this house um Off the mark is definitely a big win It's just I can't and in full [PERSON] by this house for that much when obviously when Covid is going around um the housing market's up in the air there's so much uncertainty with our With a new president we don't know what's really going to happen um for all I know is I I could buy it today for 240,000 and the prices plummet So you're looking from my perspective as well Um And I know there's been other other other houses on the market um There's a um there's one with with larger square foot about almost 100 square foot larger that that sold for less than what you're offering Um And 100 square foot is a sizable amount of space so like I I just think I don't think I can pay 240,000 you",0,4.373
129,15,seller,"know what's the long you know what's the lowest I would go Um Well I'm just looking again also at the other homes and not like for comparable spaces Um And I think the lowest I go is um 230,000 used on the other",1,4.373
129,16,buyer,"whatever How about this What if you met in the middle I know you want I want 200,000 You want 240,000 I'll put an extra 20,000 more if you take off 20,000 I think I think that's that's a fair trade I'm coming up halfway You're going down halfway",0,4.373
129,17,seller,Um How about 2 25 Mm I just I put in a lot of work into this house um and it's you know hardwood floors newly decorated to working fireplaces uh separate garage It really has all the all the bells and whistles as they say So I just I want to make sure I'm getting my Yeah Okay Is that your final price That's the lowest I would go Yeah,1,4.373
129,18,buyer,Alright I'll buy it to 25,0,4.373
131,0,buyer,How are you both recording,0,13.91
131,1,seller,Yeah I think so,1,13.91
131,2,buyer,Okay cool I've started and I think you started So do you want to just start now Sure Music Um What,0,13.91
131,3,seller,Well I'd love to hear your best offer,1,13.91
131,4,buyer,"Um I'm going to start off with 213,000 that I'm willing to pay",0,13.91
131,5,seller,Well I think I'm going to stick with our initial asking price because you know this is a really beautiful property,1,13.91
131,6,buyer,I just think that Oh sorry go ahead,0,13.91
131,7,seller,Oh just you know I know that there are some camps out there but they're from a little while ago You know it's been a while since property is sold in this,1,13.91
131,8,buyer,area,0,13.91
131,9,seller,Um so we're pretty confident in our place,1,13.91
131,10,buyer,"I do feel like even though I agree it's a nice area it's a bit overpriced Um I mean speaking of comparisons the one I'm looking at right now listing 89 I was 6898 The selling price they're asking for is approximately 213,000 Um it has 1715 square feet And I've done the math That's a difference of 131 sq ft The difference in your asking price And my offering is to 27,000 So that equates to about $206 per square foot Um That's the difference and I think that's a reasonable difference to make",0,13.91
131,11,seller,Yeah the market has been weirdly slow around here lately Um So we could come down slightly uh into the high two thirties let's say 2 39,1,13.91
131,12,buyer,Um I'll raise it 2 - 14,0,13.91
131,13,seller,Mhm Um Right we're gonna Stick with 2 39 I think,1,13.91
131,14,buyer,I just don't Can you,0,13.91
131,15,seller,tell me more about Can you tell me more about what you like about the house Like what what's drawing you to it,1,13.91
131,16,buyer,Yeah Um I do like the fact that you know four bedrooms and a recreation I think the recreation is nice Um And the inside amenities all seemed great I love the master bedroom Um The outside I think is more of a bonus The necessity for me Really,0,13.91
131,17,seller,cool Um And what's your offer at this point,1,13.91
131,18,buyer,Well you said you were only willing to go down to 39 I still think that's a little bit high Um I mean I'm willing to up it again 2-15,0,13.91
131,19,seller,All right I'll have to think about that for a second It's a funny I feel like we're you know just because of our schedules we have to fit this negotiation into one phone call Uh huh Um You know looking over these numbers I think We would be comfortable coming down to 2:38 I can see what you mean about the square footage but you know this is also a really special house just in itself It's a you know it's one of the nicest homes in this neighborhood,1,13.91
131,20,buyer,I mean to elaborate more on that comparison then since two you're you are mentioning the neighborhood and one of the other neighboring homes a lot listing 89 8614 That's selling price is uh about around to their 9 to 40 but that has 1920 square feet which is considerably more So I'm just not seeing an asking price of what you're asking for since there is such a discrepancy unless you know something you know else other than the square footage,0,13.91
131,21,seller,Yeah I mean square footage isn't everything although I mean you know it's legitimate you're looking for what you're looking for Um So I think we can We can bring it down a little more let's say 2:37 Mm Does that mean you feel more comfortable with,1,13.91
131,22,buyer,I'll bump mine up too Mm Let's say 2 18,0,13.91
131,23,seller,I see,1,13.91
131,24,buyer,The thing is a lot of what's listed here can be found in the other homes which already described the discrepancies that I see And as for the outside amenities I mean restaurants and transportation within walking distance near Hastings and centennial Park's We're all in the same neighborhood That's TRUE for every house So I really don't see anything that sets this house apart other than the square footage And I do think it is overpriced on that front,0,13.91
131,25,seller,I think we can come down to 2 36 but that's really mm hmm A bit of a reduction from our initial listing price Um but we I think we can come down that far for you And I know that you know um,1,13.91
131,26,buyer,"I mean to 36 is still above the asking price for one of the other neighboring houses that has 1875 which is still larger Um So again I mean I still haven't heard any benefits to this home besides the square footage that sets it apart from the others in the same neighborhood And if the 18 75 house is going for 2 33,000 I mean I did that It just doesn't make sense to me",0,13.91
131,27,seller,Well keep in mind those camps are from you know some time ago and the market has come up a bit since then So you know the exact square put in price We can't we can't just match some previous exactly,1,13.91
131,28,buyer,I mean I understand that it's we also go But I mean just recent events I would think that the housing market is lower than anything,0,13.91
131,29,seller,It's actually been really hot overall It's sort of unusual but it's been so quiet around here Um everyone's looking to you know to kind of nest and and settle down Uh,1,13.91
131,30,buyer,that seems odd seeing as the economy is the way it is with the pandemic,0,13.91
131,31,seller,It is weird Um yeah,1,13.91
131,32,buyer,"I just can't I mean I just haven't heard a justification for why I should be paying more than $233,000 for an 18 46 square foot house that really is similar to the other houses I mean even if we take into consideration that the housing market might have gone up I mean it's several square feet difference And you're asking me to pay several 1000 higher",0,13.91
131,33,seller,Mm hmm I mean I think,1,13.91
131,34,buyer,"are 220,000 But that's already a lot more than my starting ones And I still like I said I still haven't heard justification for your asking price",0,13.91
131,35,seller,I mean I think the interior features are worth a closer look because it's TRUE you know this is a nice neighborhood in general There are lots of nice hazards here But we put a good amount of work into the house since we've been here You know we have uh you know everything is all spruced up We've got this great kitchen with new appliances and uh you know a super nice master bedroom with the other,1,13.91
131,36,buyer,houses not have eaten kitchens with appliances,0,13.91
131,37,seller,not necessarily I you know as up to date as ours,1,13.91
131,38,buyer,"I don't know that I really care up to date I mean kitchen is a kitchen I can purchase the appliances myself are cheaper than the several $1,000 difference in asking price",0,13.91
131,39,seller,Um well let's see what we can do for you Um,1,13.91
131,40,buyer,"I'm at 220,000 now just to you know reiterate that",0,13.91
131,41,seller,Yeah Thanks Um I think we can come down to 2 33,1,13.91
131,42,buyer,to 33,0,13.91
131,43,seller,Is that sweeten things at all Because I know you are interested in the,1,13.91
131,44,buyer,"House I am but to 33 I mean the 1875 house was 230,600 You're asking me to buy $600 less Just $600 less When the difference in footage is 30 square feet I mean really that's how the whole room",0,13.91
131,45,seller,What if we went down to uh 2 31 500,1,13.91
131,46,buyer,To 31 500,0,13.91
131,47,seller,Yeah,1,13.91
131,48,buyer,I'll bump myself up to 222,0,13.91
131,49,seller,I just don't see how we can go down quite that low Mm That's gonna be tricky for us,1,13.91
131,50,buyer,"Yeah Well with four minutes left on the clock I'll give you and given a little I'll say I just had to 23 3 Right let me let me say I'll go up to 2 24 to 24,000",0,13.91
131,51,seller,All right Um Yeah let's see How about 2 30 500,1,13.91
131,52,buyer,I'm Gonna stick it to 2 24,0,13.91
131,53,seller,We can't go quite that low Um You know and make and make it make sense for us but I will go down to 2:29 and 500,1,13.91
131,54,buyer,What about 2 25,0,13.91
131,55,seller,It's still a bit on the low side Um,1,13.91
131,56,buyer,mm It's just that to 25 I've already gone gone up so much for my initial offering price and I think I've explained why,0,13.91
131,57,seller,Let me just think for a minute about what we can make work out Mhm Especially since the market is fairly hut,1,13.91
131,58,buyer,interesting Mhm,0,13.91
131,59,seller,We can go down to 2:28 Yeah mm,1,13.91
131,60,buyer,What about 2 26,0,13.91
131,61,seller,Could you agree it to 27,1,13.91
131,62,buyer,2 26 500,0,13.91
131,63,seller,Um I don't think we just for dignity sake I don't think we can go down that way,1,13.91
131,64,buyer,It was 227 years absolute final offer,0,13.91
131,65,seller,Yeah that's our final offer Hm,1,13.91
131,66,buyer,Yeah mm Let me think,0,13.91
131,67,seller,because you know that is a substantial reduction from our asking price but we know you like the place and we wanted to go to someone good,1,13.91
131,68,buyer,Yeah and I appreciate that It's just like you know it's hard to part with my hard earned cash You know when I just I just still feel like I've given so much more in these negotiations Um Really I just feel like I've been giving a lot leeway here,0,13.91
131,69,seller,Well that is the nature of negotiation I mean you know I think we both changed from our initial positions a good amount But to 27 seems like a fair price to me,1,13.91
131,70,buyer,Well we have about a minute left on the clock Um are you still set on 227,0,13.91
131,71,seller,I am so I'm definitely set on it Yeah,1,13.91
131,72,buyer,No 2 26 500,0,13.91
131,73,seller,No no we can't do that,1,13.91
131,74,buyer,"Mm hmm No in that case I will take the to 27,000",0,13.91
133,0,seller,Hello Hi Hi how I guess we can get started,1,1.729
133,1,buyer,"Oh um so is it the same as the previous front Right the same thanks So then I will um offer um $110,000 Mhm",0,1.729
133,2,seller,Oh okay Um Okay Uh Off from um to 40 1000,1,1.729
133,3,buyer,Okay I'll keep my offer to 10,0,1.729
133,4,seller,Uh huh How about 2:30 1000,1,1.729
133,5,buyer,I offered to 28 mm,0,1.729
133,6,seller,I'm sorry what was yours,1,1.729
133,7,buyer,"to 28 100,220",0,1.729
133,8,seller,Um Okay that sounds good Okay Yeah,1,1.729
149,0,seller,Hi,1,4.312
149,1,buyer,Hello,0,4.312
149,2,seller,Hi can you hear me,1,4.312
149,3,buyer,Yes,0,4.312
149,4,seller,I can What is your starting budget I guess for the house,1,4.312
149,5,buyer,Um I'm really looking to pay around 2:15 Okay,0,4.312
149,6,seller,"Um I can tell you a little bit about the house so it's it's a great location Um It has hardwood floor that has two fireplaces 4 bedrooms Um It's very well located and compared to other houses in the area um I think this house is the price that I'm offering I think is a good price So I'm aiming to sell for around 240,000 Mhm",1,4.312
149,7,buyer,Well that's that's I mean it's over my budget Sounds perfect you know starting out of family and um it's I've seen the house it's exactly what I'm looking for Um I know that there are other homes that are comparable in the area that ranged from You know 13-2 39 6 I think was the highest Well yours actually was the highest that I saw it,0,4.312
149,8,seller,Um,1,4.312
149,9,buyer,I mean I actually could uh I could probably do 2 18 Yeah,0,4.312
149,10,seller,"Okay Um Yeah I really I don't want to sell the house Below 230,000 because I think that it has you know all the futures and compared to other houses in the neighborhood I think this house has some additional amenities that make it stand out So I wouldn't want to go below 230,000 But do you want to reach an agreement together That",1,4.312
