conversation_id,source_conversation_id,utterance_id,turn_id,speaker_role,speaker_id,start_time,end_time,duration,text,points_scored,satisfaction,m6_satisfaction,opponent_likeness,m7_likeness,outcome,is_deal,observed_outcome_json,outcome_correction_note,m1_joint_utility,m2_fairness_abs_diff,m3_p2_advantage,m4_high_joint,m5_pareto_efficient
2,utterance_26,utterance_32,7,participant_2,1,66.6,75,8.4,I like your water and firewood arrangement. Can I have 2 of the food since you're getting 2 of the water?,23,Extremely satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,37,9,1,0,0
2,utterance_26,utterance_33,8,participant_1,0,75,88.6,13.6,Let me think on that. I know there won't be much for berries or small animals to hunt for. Is where you are going have much available for you to hunt and scavenge for?,14,Slightly satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,37,9,1,0,0
2,utterance_26,utterance_34,9,participant_2,1,88.6,111.4,22.8,It might but with the summer season hunting isn't exactly legal at the moment. I tend to camp in remote areas so going to the store for more food isn't really an option. I've already let you have extra water so I don't think it's too far of a stretch to let me have some extra food.,23,Extremely satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,37,9,1,0,0
2,utterance_26,utterance_35,10,participant_1,0,111.4,119.4,8,"Okay, I can let you have 2 of the food then. I do appreciate your generosity on the extra water.",14,Slightly satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,37,9,1,0,0
2,utterance_26,utterance_36,11,participant_2,1,119.4,120.4,1,Submit-Deal,23,Extremely satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,37,9,1,0,0
2,utterance_26,utterance_37,12,participant_1,0,120.4,121.4,1,Accept-Deal,14,Slightly satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,37,9,1,0,0
3,utterance_38,utterance_38,1,participant_2,1,0,6.4,6.4,"Hi, I'd like 3 packages of food. I have diabetes and my blood sugar could drop.",19,Extremely satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,42,4,0,1,1
3,utterance_38,utterance_39,2,participant_1,0,6.4,22,15.6,"oh dear, I am sorry to hear that my son is type one, I am okay with giving you all the food if you could give me all the firewood. I have hypothyroidism and it makes me get cold.",23,Extremely satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,42,4,0,1,1
3,utterance_38,utterance_40,3,participant_2,1,22,23.2,1.2,That's a deal.,19,Extremely satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,42,4,0,1,1
3,utterance_38,utterance_41,4,participant_1,0,23.2,28,4.8,"now how to split the water, wish it wasn't an odd number",23,Extremely satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,42,4,0,1,1
3,utterance_38,utterance_42,5,participant_2,1,28,34,6,I'll take 1 and you can have 2 since you gave me all the food.,19,Extremely satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,42,4,0,1,1
3,utterance_38,utterance_43,6,participant_1,0,34,42.8,8.8,"Oh that is nice of you! I appreciate that very much! We do enjoy a good hike, so water will be good!",23,Extremely satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,42,4,0,1,1
3,utterance_38,utterance_44,7,participant_2,1,42.8,44.8,2,Sounds like we are set.,19,Extremely satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,42,4,0,1,1
3,utterance_38,utterance_45,8,participant_1,0,44.8,50,5.2,"yeah, I hope you have a nice time camping! weather should be nice!",23,Extremely satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,42,4,0,1,1
3,utterance_38,utterance_46,9,participant_2,1,50,56,6,I hope it will be because I don't love camping! Hope you have fun too!,19,Extremely satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,42,4,0,1,1
3,utterance_38,utterance_47,10,participant_1,0,56,58,2,Have a nice day 🙂,23,Extremely satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,42,4,0,1,1
3,utterance_38,utterance_48,11,participant_2,1,58,59,1,Submit-Deal,19,Extremely satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,42,4,0,1,1
3,utterance_38,utterance_49,12,participant_1,0,59,60,1,Accept-Deal,23,Extremely satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,42,4,0,1,1
4,utterance_50,utterance_50,1,participant_2,1,0,2.8,2.8,What are you most interested in getting?,19,Slightly satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,36,2,1,0,0
4,utterance_50,utterance_51,2,participant_1,0,2.8,6.8,4,"I think food is my highest priority, What about you?",17,Extremely satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,36,2,1,0,0
4,utterance_50,utterance_52,3,participant_2,1,6.8,12.4,5.6,"Food is also my highest priority, but firewood is also pretty close for me.",19,Slightly satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,36,2,1,0,0
4,utterance_50,utterance_53,4,participant_1,0,12.4,16.8,4.4,Would you be willing to take more firewood for less food?,17,Extremely satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,36,2,1,0,0
4,utterance_50,utterance_54,5,participant_2,1,16.8,19.2,2.4,Yes I think that sounds fair.,19,Slightly satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,36,2,1,0,0
4,utterance_50,utterance_55,6,participant_1,0,19.2,28,8.8,"So if I take 2 foods and 1 firewood, you take 1 food and 2 firewood. What would be fair for water?",17,Extremely satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,36,2,1,0,0
4,utterance_50,utterance_56,7,participant_2,1,28,32.8,4.8,What if I take two waters and you take one water then?,19,Slightly satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,36,2,1,0,0
4,utterance_50,utterance_57,8,participant_1,0,32.8,38.4,5.6,"I think that sounds fair, since you compromised on food. Sounds like a deal!",17,Extremely satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,36,2,1,0,0
4,utterance_50,utterance_58,9,participant_2,1,38.4,42,3.6,I'm glad we could come to a compromise 🙂,19,Slightly satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,36,2,1,0,0
4,utterance_50,utterance_59,10,participant_1,0,42,46,4,Me too 🙂 Thanks for making it easy and pleasant.,17,Extremely satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,36,2,1,0,0
4,utterance_50,utterance_60,11,participant_2,1,46,47,1,Submit-Deal,19,Slightly satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,36,2,1,0,0
4,utterance_50,utterance_61,12,participant_1,0,47,48,1,Accept-Deal,17,Extremely satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,36,2,1,0,0
5,utterance_62,utterance_62,1,participant_1,0,0,12,12,"Hello, what are your preferences for extra supplies? I am greatly in need of food and water. We will be doing a lot of activity in a hot, dry climate.🙂",22,Undecided,2,Slightly dislike,0,deal,1,deal,deal_or_accept_deal,41,3,0,1,1
5,utterance_62,utterance_63,2,participant_2,1,12,17.6,5.6,I prefer firewood because I will get cold at night. I forgot blankets ☹️,19,Slightly dissatisfied,0,Slightly dislike,0,deal,1,deal,deal_or_accept_deal,41,3,0,1,1
5,utterance_62,utterance_64,3,participant_1,0,17.6,27.2,9.6,"Would it work for you, then, to give me the three food and three water, and I can give you all of the firewood?",22,Undecided,2,Slightly dislike,0,deal,1,deal,deal_or_accept_deal,41,3,0,1,1
5,utterance_62,utterance_65,4,participant_2,1,27.2,39.6,12.4,No. Because I brought a water purifier but don't plan on hunting or fishing. So I'd be willing to give up all the water but I want 2 of the food.,19,Slightly dissatisfied,0,Slightly dislike,0,deal,1,deal,deal_or_accept_deal,41,3,0,1,1
5,utterance_62,utterance_66,5,participant_1,0,39.6,55.6,16,"I see. I also greatly need the extra food, as I indicated. Perhaps there are some convenience or grocery stores near your campground--you might then purchase extra food there and not have to carry it with you on your trip?",22,Undecided,2,Slightly dislike,0,deal,1,deal,deal_or_accept_deal,41,3,0,1,1
5,utterance_62,utterance_67,6,participant_2,1,55.6,70.4,14.8,"I believe there won't be any convenience stores around to buy food, And I plan on staying out longer than you so I will need more food to last me, Do you need food or water more?",19,Slightly dissatisfied,0,Slightly dislike,0,deal,1,deal,deal_or_accept_deal,41,3,0,1,1
5,utterance_62,utterance_68,7,participant_1,0,70.4,100,29.6,"How do you know you are staying longer than me? I haven't even said how long I am staying! I am also with a big group. ☹️☹️ I need food the most, and I would like to take at least 2 extra waters. I could possibly give up one of the food packages if you could part with 2 firewood. Without extra food, I would have to do some fishing and cook the fish.",22,Undecided,2,Slightly dislike,0,deal,1,deal,deal_or_accept_deal,41,3,0,1,1
5,utterance_62,utterance_69,8,participant_2,1,100,112.8,12.8,"No. I won't part with any firewood because I can't stand being cold, and you can have 2 foods if you have a larger group if you give me 1 water. 🙂🙂",19,Slightly dissatisfied,0,Slightly dislike,0,deal,1,deal,deal_or_accept_deal,41,3,0,1,1
5,utterance_62,utterance_70,9,participant_1,0,112.8,134,21.2,"Sorry, that's not going to work for me. ☹️ You have a water purifier? Doesn't sound like extra water is necessary. I am in a hot, dry climate. I can give up all the firewood to you, if you can leave me the three packages of food. I would also like 2 waters.",22,Undecided,2,Slightly dislike,0,deal,1,deal,deal_or_accept_deal,41,3,0,1,1
5,utterance_62,utterance_71,10,participant_2,1,134,150,16,Sorry but I'm willing to give up all the water for 1 food at least. I already mentioned above that I don't plan on hunting or fishing and I plan on being out for a while. That's my final offer.,19,Slightly dissatisfied,0,Slightly dislike,0,deal,1,deal,deal_or_accept_deal,41,3,0,1,1
5,utterance_62,utterance_72,11,participant_1,0,150,160.8,10.8,"Okay, I will leave you all the firewood and 1 food, and I will take two food and three water packages. I am willing to finalize that.☹️",22,Undecided,2,Slightly dislike,0,deal,1,deal,deal_or_accept_deal,41,3,0,1,1
5,utterance_62,utterance_73,12,participant_2,1,160.8,161.8,1,Submit-Deal,19,Slightly dissatisfied,0,Slightly dislike,0,deal,1,deal,deal_or_accept_deal,41,3,0,1,1
5,utterance_62,utterance_74,13,participant_1,0,161.8,162.8,1,Accept-Deal,22,Undecided,2,Slightly dislike,0,deal,1,deal,deal_or_accept_deal,41,3,0,1,1
6,utterance_75,utterance_75,1,participant_2,1,0,3.2,3.2,"Hi, are you excited for the camping trip?",21,Slightly satisfied,1,Slightly like,1,deal,1,deal,deal_or_accept_deal,39,3,1,1,1
6,utterance_75,utterance_76,2,participant_1,0,3.2,6.4,3.2,Hello! I am very excited!🙂 How about you?,18,Extremely satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,39,3,1,1,1
6,utterance_75,utterance_77,3,participant_2,1,6.4,14.4,8,Yes! Would you mind sharing your highest priority item with me? My most valued item right now is Food actually,21,Slightly satisfied,1,Slightly like,1,deal,1,deal,deal_or_accept_deal,39,3,1,1,1
6,utterance_75,utterance_78,4,participant_1,0,14.4,16.8,2.4,I am willing to share everything.,18,Extremely satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,39,3,1,1,1
6,utterance_75,utterance_79,5,participant_2,1,16.8,26,9.2,"Awesome. I would prefer getting 3 of my highest priority item though, and maybe you could get 3 of your highest priority item?",21,Slightly satisfied,1,Slightly like,1,deal,1,deal,deal_or_accept_deal,39,3,1,1,1
6,utterance_75,utterance_80,6,participant_1,0,26,34.8,8.8,I wood really like the firewood as I am afraid of the dark and would like my fire to last all night.,18,Extremely satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,39,3,1,1,1
6,utterance_75,utterance_81,7,participant_2,1,34.8,51.6,16.8,Oh that makes total sense. I need the food so badly since I am bringing my family with me and they are one hungry bunch aha. Would you be amenable to me having 3 food packets and you having 3 firewood packets?,21,Slightly satisfied,1,Slightly like,1,deal,1,deal,deal_or_accept_deal,39,3,1,1,1
6,utterance_75,utterance_82,8,participant_1,0,51.6,56.8,5.2,That would work great. How about water? What is your preference for that?,18,Extremely satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,39,3,1,1,1
6,utterance_75,utterance_83,9,participant_2,1,56.8,70.8,14,"Aha well I guess clearly my preference would be getting 2 water packages and you getting 1? I know we can't split exactly evenly, but this way we each get our top priorities at least",21,Slightly satisfied,1,Slightly like,1,deal,1,deal,deal_or_accept_deal,39,3,1,1,1
6,utterance_75,utterance_84,10,participant_1,0,70.8,79.6,8.8,I would be good with that. We both would get what we really want. And I am okay with getting less water.,18,Extremely satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,39,3,1,1,1
6,utterance_75,utterance_85,11,participant_2,1,79.6,80.6,1,Submit-Deal,21,Slightly satisfied,1,Slightly like,1,deal,1,deal,deal_or_accept_deal,39,3,1,1,1
6,utterance_75,utterance_86,12,participant_1,0,80.6,81.6,1,Accept-Deal,18,Extremely satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,39,3,1,1,1
7,utterance_87,utterance_87,1,participant_2,1,0,1,1,Hello!,22,Slightly satisfied,1,Slightly like,1,deal,1,deal,deal_or_accept_deal,40,4,1,1,1
7,utterance_87,utterance_88,2,participant_1,0,1,3.4,2.4,"Hello, how are you doing today?",18,Extremely satisfied,1,Slightly like,1,deal,1,deal,deal_or_accept_deal,40,4,1,1,1
7,utterance_87,utterance_89,3,participant_2,1,3.4,6.2,2.8,i am doing great! how about you?,22,Slightly satisfied,1,Slightly like,1,deal,1,deal,deal_or_accept_deal,40,4,1,1,1
7,utterance_87,utterance_90,4,participant_1,0,6.2,10.2,4,"I'm doing pretty well, just preparing for this camping trip.",18,Extremely satisfied,1,Slightly like,1,deal,1,deal,deal_or_accept_deal,40,4,1,1,1
7,utterance_87,utterance_91,5,participant_2,1,10.2,17.4,7.2,"ME as well! we are a group of big eaters, and are looking to take lots of food.",22,Slightly satisfied,1,Slightly like,1,deal,1,deal,deal_or_accept_deal,40,4,1,1,1
7,utterance_87,utterance_92,6,participant_1,0,17.4,25.8,8.4,That is fair as there is no showers or sinks at my campsite so I am looking to take water :),18,Extremely satisfied,1,Slightly like,1,deal,1,deal,deal_or_accept_deal,40,4,1,1,1
7,utterance_87,utterance_93,7,participant_2,1,25.8,32.2,6.4,We will likely also need to take water too. Need to be able to wash up.,22,Slightly satisfied,1,Slightly like,1,deal,1,deal,deal_or_accept_deal,40,4,1,1,1
7,utterance_87,utterance_94,8,participant_1,0,32.2,41.4,9.2,"That is fair, I also will need a good bit of firewood to keep warm as the campsite is in a colder area.",18,Extremely satisfied,1,Slightly like,1,deal,1,deal,deal_or_accept_deal,40,4,1,1,1
7,utterance_87,utterance_95,9,participant_2,1,41.4,46.2,4.8,We dont care much for campfires. Leaves your cloths smelling for days!,22,Slightly satisfied,1,Slightly like,1,deal,1,deal,deal_or_accept_deal,40,4,1,1,1
7,utterance_87,utterance_96,10,participant_1,0,46.2,53.4,7.2,Alright so I think we can make a fair deal here where we both will be happy 🙂,18,Extremely satisfied,1,Slightly like,1,deal,1,deal,deal_or_accept_deal,40,4,1,1,1
7,utterance_87,utterance_97,11,participant_2,1,53.4,54.4,1,Submit-Deal,22,Slightly satisfied,1,Slightly like,1,deal,1,deal,deal_or_accept_deal,40,4,1,1,1
7,utterance_87,utterance_98,12,participant_1,0,54.4,55.4,1,Reject-Deal,18,Extremely satisfied,1,Slightly like,1,deal,1,deal,deal_or_accept_deal,40,4,1,1,1
7,utterance_87,utterance_99,13,participant_1,0,55.4,56.4,1,Submit-Deal,18,Extremely satisfied,1,Slightly like,1,deal,1,deal,deal_or_accept_deal,40,4,1,1,1
7,utterance_87,utterance_100,14,participant_2,1,56.4,57.4,1,Accept-Deal,22,Slightly satisfied,1,Slightly like,1,deal,1,deal,deal_or_accept_deal,40,4,1,1,1
8,utterance_101,utterance_101,1,participant_2,1,0,6.4,6.4,How are you today? Did you have any preferences on the supplies we will be trading?,19,Extremely satisfied,1,Slightly like,1,deal,1,deal,deal_or_accept_deal,41,3,0,1,1
8,utterance_101,utterance_102,2,participant_1,0,6.4,16.8,10.4,I am good. How about yourself? I think I would like some firewood to start off with. We like to have bigger fires. What about you?,22,Extremely satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,41,3,0,1,1
8,utterance_101,utterance_103,3,participant_2,1,16.8,30,13.2,I am good as well. That is good to hear that you like to have bigger fires as we do not care much for that. We would much rather have some extra water.,19,Extremely satisfied,1,Slightly like,1,deal,1,deal,deal_or_accept_deal,41,3,0,1,1
8,utterance_101,utterance_104,4,participant_1,0,30,40.8,10.8,"Water is a little important to us too though , if possible maybe we can split that or maybe we can get some more food in replacement.",22,Extremely satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,41,3,0,1,1
8,utterance_101,utterance_105,5,participant_2,1,40.8,46.8,6,That may be possible.... 🙂 What did you have in mind for the food replacement?,19,Extremely satisfied,1,Slightly like,1,deal,1,deal,deal_or_accept_deal,41,3,0,1,1
8,utterance_101,utterance_106,6,participant_1,0,46.8,52,5.2,You can have all the water if we can have all the food?,22,Extremely satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,41,3,0,1,1
8,utterance_101,utterance_107,7,participant_2,1,52,62,10,I dont think I am okay with that ☹️. Food is essential to our groups morale when camping. We would like 1 additional food preferably.,19,Extremely satisfied,1,Slightly like,1,deal,1,deal,deal_or_accept_deal,41,3,0,1,1
8,utterance_101,utterance_108,8,participant_1,0,62,74.8,12.8,Well you guys did say you did not care much about large fires. What if you gave all the firewood in replace for the water and you can still keep 1 food?,22,Extremely satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,41,3,0,1,1
8,utterance_101,utterance_109,9,participant_2,1,74.8,81.6,6.8,So I would get 3 water and 1 food and youd get 3 firewood and 2 food?,19,Extremely satisfied,1,Slightly like,1,deal,1,deal,deal_or_accept_deal,41,3,0,1,1
8,utterance_101,utterance_110,10,participant_1,0,81.6,85.6,4,Yea that seems like an alright trade to me 🙂,22,Extremely satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,41,3,0,1,1
8,utterance_101,utterance_111,11,participant_2,1,85.6,87.2,1.6,Hmm... alright then 🙂.,19,Extremely satisfied,1,Slightly like,1,deal,1,deal,deal_or_accept_deal,41,3,0,1,1
8,utterance_101,utterance_112,12,participant_1,0,87.2,88.2,1,Submit-Deal,22,Extremely satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,41,3,0,1,1
8,utterance_101,utterance_113,13,participant_2,1,88.2,89.2,1,Accept-Deal,19,Extremely satisfied,1,Slightly like,1,deal,1,deal,deal_or_accept_deal,41,3,0,1,1
9,utterance_114,utterance_114,1,participant_2,1,0,2.4,2.4,"Hello, how are you today? 🙂",20,Extremely satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,37,3,1,0,1
9,utterance_114,utterance_115,2,participant_1,0,2.4,4.4,2,"good, how are you 🙂",17,Slightly satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,37,3,1,0,1
9,utterance_114,utterance_116,3,participant_2,1,4.4,9.6,5.2,"Great! I'm on a camping trip with my five children, how about you?",20,Extremely satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,37,3,1,0,1
9,utterance_114,utterance_117,4,participant_1,0,9.6,18,8.4,I'm also going camping with my two children and 2 of my nephews How would you like to divide the supplies?,17,Slightly satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,37,3,1,0,1
9,utterance_114,utterance_118,5,participant_2,1,18,21.2,3.2,Well what do you need the most of?,20,Extremely satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,37,3,1,0,1
9,utterance_114,utterance_119,6,participant_1,0,21.2,33.2,12,"I need the most firewood due to a congenital issue that results in us having poor blood circulation to our extremities, thus making them susceptible to frostbite in the cold!",17,Slightly satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,37,3,1,0,1
