conversation_id,turn_id,speaker_role,speaker_id,start_time,end_time,text,outcome,is_deal
6,12,employer,1,79.2,83.2,"i can only offer 60,000 at this point in time",deal,1
6,13,candidate,0,83.2,88.4,"I accept 60,000. Let's discuss another issue. I demand a pension of 20%",deal,1
6,14,employer,1,93.6,98,would you like a leased car or not a leased car?,deal,1
6,15,candidate,0,98,101.2,I am willing to have a company car,deal,1
6,16,employer,1,101.2,103.6,so is that without leased car?,deal,1
6,17,candidate,0,103.6,110.4,I agree with no company car. Let's discuss another issue. I am expecting a pension of 20%,deal,1
6,18,employer,1,117.2,123.6,if you swap from project manager to team manager i can bump you up to 20%,deal,1
6,19,candidate,0,130,131,I disagree,deal,1
6,20,employer,1,131,137.8,then i cant give you 20% the best I can do is 10% as a project manager,deal,1
6,21,candidate,0,144.6,149.8,I disagree about a pension of 10%. I demand a pension of 20%,deal,1
6,22,employer,1,155,166.6,"Well the only way I can give you 20% is as a team manager, if you do not want to be a team manager then its 10% or nothing",deal,1
6,23,candidate,0,178.2,180.2,I disagree with the offer,deal,1
6,24,employer,1,180.2,183.4,ok then no agreement on the pension fund,deal,1
6,25,candidate,0,183.4,188.2,I refuse no agreement on pension. I want a pension of 20%,deal,1
6,26,employer,1,193,198.2,well i cannot give you 20 unless you have something else to offer,deal,1
6,27,candidate,0,198.2,213.4,"I am expecting a pension of 10%. But I must change our previous agreement. I am willing to have a workday of 10 hours, I would like a salary of 60,000 and I am expecting a company car",deal,1
6,28,employer,1,259,261.8,is a company car a leased car?,deal,1
6,29,candidate,0,261.8,268.6,I am expecting a company car I demand a company car,deal,1
6,30,employer,1,268.6,272.6,are you still dead set on being a project manager?,deal,1
6,31,candidate,0,272.6,275.8,I am expecting a position of project manager,deal,1
6,32,employer,1,275.8,279,then i cannot give you a company car,deal,1
6,33,candidate,0,279,301,I accept no company car. I would like to continue and discuss another issue. I am willing to have a position of project manager I demand a position of project manager,deal,1
6,34,employer,1,301,310.6,"ok so you are getting a salary of $60,000, job of project manager, without company car, 10% pension fund, and 10 hour work week.",deal,1
6,35,candidate,0,349,356.6,I accept the previous offer. Let's proceed to another issue. I am willing to have a fast promotion track,deal,1
6,36,employer,1,364.2,365.4,ok its yours,deal,1
7,1,candidate,0,0,11.6,Hello. I would like to discuss the issues of my contract. I would like a position of project manager I am willing to have a position of project manager,deal,1
7,2,employer,1,11.6,12.6,Ok,deal,1
7,3,candidate,0,12.6,15,"I want a salary of 120,000",deal,1
7,4,employer,1,15,17.8,What is the salary you are expecting,deal,1
7,5,candidate,0,17.8,20.6,"I am expecting a salary of 120,000",deal,1
7,6,employer,1,20.6,23.4,are you ok with a leased car?,deal,1
7,7,candidate,0,23.4,27.8,I would like a company car I want a company car,deal,1
7,8,employer,1,31.8,32.8,ok,deal,1
7,9,candidate,0,32.8,35.6,"I would like a salary of 120,000",deal,1
7,10,employer,1,35.6,36.8,what about promotion?,deal,1
7,11,candidate,0,36.8,39.6,I am expecting a fast promotion track,deal,1
7,12,employer,1,39.6,40.6,working hours?,deal,1
7,13,candidate,0,40.6,46.6,I would like a workday of 8 hours I want a workday of 8 hours,deal,1
7,14,employer,1,46.6,47.6,ok,deal,1
7,15,candidate,0,47.6,50.4,"I would like a salary of 120,000",deal,1
7,16,employer,1,50.4,51.4,ok,deal,1
7,17,candidate,0,51.4,54.2,I am expecting a fast promotion track,deal,1
7,18,employer,1,54.2,55.2,ok,deal,1
7,19,candidate,0,55.2,60.8,I am expecting a pension of 20% I would like a pension of 20%,deal,1
7,20,employer,1,60.8,61.8,done,deal,1
8,1,candidate,0,0,7.2,Hello. I would like to discuss the issues of my contract. I want a position of project manager,deal,1
8,2,employer,1,7.2,8.2,I agree,deal,1
8,3,candidate,0,8.2,11,"I would like a salary of 120,000",deal,1
8,4,employer,1,11,12.6,"I will offer 90,000",deal,1
8,5,candidate,0,12.6,22.2,"I agree with a salary of 90,000. Now let's talk about how we can agree on other issues. I would like a company car",deal,1
8,6,employer,1,31.8,32.8,I agree,deal,1
8,7,candidate,0,32.8,35.6,I would like a fast promotion track,deal,1
8,8,employer,1,35.6,36.6,I agree,deal,1
8,9,candidate,0,36.6,39.8,I would like a workday of 8 hours,deal,1
8,10,employer,1,39.8,41.8,I will offer 9 hours,deal,1
8,11,candidate,0,41.8,49,I accept a workday of 9 hours. Let's discuss another issue. I would like a pension of 20%,deal,1
8,12,employer,1,56.2,57.2,I agree,deal,1
9,1,candidate,0,0,7.6,Hello. I would like to discuss the issues of my contract. I would like a position of project manager,deal,1
9,2,employer,1,7.6,10.8,we are looking for a programmer to start,deal,1
9,3,candidate,0,10.8,20,"I accept a position of programmer. Now let's talk about how we can agree on other issues. I want a salary of 120,000",deal,1
9,4,employer,1,29.2,36.4,"you can eventually get to 120,000, but until we know your strengths, we need to start at 60,000",deal,1
9,5,candidate,0,36.4,41.2,"I refuse 60,000. I am willing to have a salary of 120,000",deal,1
9,6,employer,1,46,53.6,"We are firm on the 60,000 until we can find out your strengths, then  you will quickly go up",deal,1
9,7,candidate,0,53.6,60,"I disagree about a salary of 60,000. I am willing to have a salary of 120,000",deal,1
9,8,employer,1,66.4,73.2,There is no option here on the salary until you have worked here just a little while,deal,1
9,9,candidate,0,73.2,78.4,"I want a salary of 90,000 I would like a salary of 90,000",deal,1
9,10,employer,1,78.4,85.6,"As I said, we are firm on 60000 until we know how you will perform in this job",deal,1
9,11,candidate,0,85.6,90.4,"I refuse 60,000. I am willing to have a salary of 120,000",deal,1
9,12,employer,1,95.2,99.2,"we cannot do anything more than 60,000 to start with",deal,1
9,13,candidate,0,99.2,104,"I reject a salary of 60,000. I want a salary of 120,000",deal,1
9,14,employer,1,108.8,116,"ok, we don't aggree on salary, lets move on to car....there is no leased car in this position",deal,1
9,15,candidate,0,123.2,132.8,"I agree with no company car. Now let's talk about how we can agree on other issues. I am expecting a salary of 120,000",deal,1
9,16,employer,1,142.4,145.2,we have a pension fund of 10%,deal,1
9,17,candidate,0,145.2,149.2,I refuse 10%. I would like a pension of 20%,deal,1
9,18,employer,1,153.2,154.4,can't do 20%,deal,1
9,19,candidate,0,154.4,160,"I am expecting a salary of 120,000 I am expecting a fast promotion track",deal,1
9,20,employer,1,160,162.8,"ok, i accept the fast promotion task",deal,1
9,21,candidate,0,162.8,165.2,"I want a salary of 120,000",deal,1
9,22,employer,1,165.2,167.2,work days are 10 hours,deal,1
9,23,candidate,0,167.2,172,I reject 10 hours. I am expecting a workday of 8 hours,deal,1
9,24,employer,1,176.8,180.4,"we havea lot of work, 10 hours to start",deal,1
9,25,candidate,0,180.4,186,I reject a workday of 10 hours. I want a workday of 8 hours,deal,1
9,26,employer,1,191.6,197.6,"how about we start with 10 hrs and then in a month or so, revisit",deal,1
9,27,candidate,0,197.6,202,I refuse 10 hours. I want a workday of 8 hours,deal,1
9,28,employer,1,206.4,208.8,"ok, let's compromise on 9 hours",deal,1
9,29,candidate,0,208.8,214.4,I reject 9 hours. I am willing to have a workday of 8 hours,deal,1
9,30,employer,1,220,223.6,we must have more than 8 hours to start,deal,1
9,31,candidate,0,223.6,226.4,"I am expecting a salary of 120,000",deal,1
9,32,employer,1,226.4,229.2,"i can agree to 90,000 for now",deal,1
9,33,candidate,0,229.2,236.8,"I accept a salary of 90,000. I would like to move on. I want a workday of 8 hours",deal,1
9,34,employer,1,244.4,245.4,9 hours,deal,1
9,35,candidate,0,245.4,247,I reject 9 hours,deal,1
9,36,employer,1,247,253.4,"I compromised on the salary, I increased the salary so i need more hours, 9 hours",deal,1
9,37,candidate,0,253.4,256.6,I disagree about a workday of 9 hours,deal,1
9,38,employer,1,256.6,261,"it's either 60000 with 8 hours or 90,000 with 10 hours",deal,1
9,39,candidate,0,265.4,275.4,"I disagree with the offer. I am willing to have a workday of 8 hours and I am willing to have a salary of 120,000",deal,1
9,40,employer,1,295.4,298.6,can't do that.   you already agreed to 90000,deal,1
9,41,candidate,0,298.6,308.6,"I reject 90,000. I want a salary of 120,000 I want a workday of 8 hours",deal,1
9,42,employer,1,308.6,313.8,"if I give you 120,000 you will have to accept the 10 hours",deal,1
9,43,candidate,0,319,325.4,"I refuse. I want a workday of 8 hours and I want a salary of 90,000",deal,1
9,44,employer,1,338.2,339.8,90000 and 9 hours,deal,1
9,45,candidate,0,341.4,349.8,"I disagree with the offer. I am expecting a workday of 8 hours and I would like a salary of 120,000",deal,1
9,46,employer,1,366.6,369.8,you keep changing your mind on the salary,deal,1
9,47,candidate,0,369.8,373,I would like a workday of 9 hours,deal,1
9,48,employer,1,373,375,"ok, workday is 9 hours",deal,1
9,49,candidate,0,375,378.6,I am willing to have a pension of 20%,deal,1
9,50,employer,1,378.6,379.6,10%,deal,1
9,51,candidate,0,379.6,380.6,I agree,deal,1
9,52,employer,1,380.6,383.8,then i think we agree on everything now,deal,1
10,1,candidate,0,0,6.8,"Hello. I would like to discuss the issues of my contract. I demand a salary of 120,000",deal,1
10,2,employer,1,6.8,9.4,"hello i offer you 60,000",deal,1
10,3,candidate,0,9.4,19,I agree with the offer about the salary. I would like to continue and discuss another issue. I want a position of project manager,deal,1
10,4,employer,1,28.6,31.4,how about a position of team manager,deal,1
10,5,candidate,0,31.4,38.6,I disagree about a position of team manager. I am willing to have a position of project manager,deal,1
10,6,employer,1,45.8,50.6,"of i will offer you project manager, but with no pension fund",deal,1
10,7,candidate,0,55.4,57.4,I reject the previous offer,deal,1
10,8,employer,1,57.4,58.4,10% then,deal,1
10,9,candidate,0,58.4,63.2,I refuse 10%. I am willing to have a pension of 20%,deal,1
10,10,employer,1,68,70,that will work for me,deal,1
10,11,candidate,0,70,76,I demand a position of project manager I would like a position of project manager,deal,1
10,12,employer,1,76,79.6,project manager and slow promotion track good for you?,deal,1
10,13,candidate,0,83.2,90.4,I accept the previous offer. I would like to move on. I want a workday of 8 hours,deal,1
10,14,employer,1,97.6,99.6,8 hours works for me.,deal,1
10,15,candidate,0,99.6,102.8,I am willing to have a company car,deal,1
10,16,employer,1,102.8,106.8,ok i will incude a company car in your agreement.,deal,1
11,1,candidate,0,0,7.6,Hello. I would like to discuss the issues of my contract. I would like a position of project manager,deal,1
11,2,employer,1,7.6,9.8,hi there no for that,deal,1
11,3,candidate,0,9.8,12.2,I want a position of programmer,deal,1
11,4,employer,1,12.2,14.2,lets go for a programer,deal,1
11,5,candidate,0,14.2,17,"I am expecting a salary of 120,000",deal,1
11,6,employer,1,17,21.4,"i say the salary will be 60,000 usd but 10% pension",deal,1
11,7,candidate,0,25.8,32.6,"I disagree. I would like a salary of 120,000 and I would like a pension of 20%",deal,1
11,8,employer,1,46.2,48.2,how about 10 working hour?,deal,1
11,9,candidate,0,48.2,55.4,I disagree about a workday of 10 hours. I am willing to have a workday of 8 hours,deal,1
11,10,employer,1,62.6,63.6,i disagree.,deal,1
11,11,candidate,0,63.6,67.2,"I am willing to have a salary of 120,000",deal,1
11,12,employer,1,67.2,71.2,lets say a fast promotion track and 10% pension fund,deal,1
11,13,candidate,0,75.2,84,"I agree. Now let's talk about how we can agree on other issues. I am willing to have a salary of 120,000",deal,1
11,14,employer,1,92.8,93.8,not possible,deal,1
11,15,candidate,0,93.8,96.2,What do you have to offer?,deal,1
11,16,employer,1,96.2,97.8,u can have 90k,deal,1
11,17,candidate,0,97.8,104.2,"I disagree about a salary of 90,000. I am willing to have a salary of 120,000",deal,1
11,18,employer,1,110.6,113.8,no. then 60k will be perfect for u,deal,1
11,19,candidate,0,117,122.6,"I disagree about a salary of 60,000. I would like a salary of 120,000",deal,1
11,20,employer,1,128.2,129.4,and no car,deal,1
11,21,candidate,0,129.4,135,I disagree about no company car. I am willing to have a company car,deal,1
11,22,employer,1,140.6,145.8,lets say 10 hours a day and no leased car. but 20% pension,deal,1
11,23,candidate,0,156.2,166.6,"I disagree. I would like a workday of 8 hours, I am willing to have a company car and I would like a pension of 10%",deal,1
11,24,employer,1,197.8,198.8,and 90k,deal,1
11,25,candidate,0,198.8,207.6,"I accept 90,000. Now let's talk about how we can agree on other issues. I am willing to have a company car",deal,1
11,26,employer,1,216.4,218.8,20% pension and 10 working hours,deal,1
11,27,candidate,0,221.2,223.2,I disagree with the offer,deal,1
11,28,employer,1,223.2,224.4,and 90k salary,deal,1
11,29,candidate,0,224.4,232,"I accept 90,000. Now let's talk about how we can agree on other issues. I want a company car",deal,1
11,30,employer,1,239.6,245.6,u can get a company car only if you agree for 10 hours a day,deal,1
11,31,candidate,0,251.6,253.6,I disagree with the offer,deal,1
11,32,employer,1,253.6,255.2,what do you suggest?,deal,1
11,33,candidate,0,255.2,257.6,What do you have to offer?,deal,1
11,34,employer,1,257.6,260,10 working hours with a car,deal,1
11,35,candidate,0,262.4,270.8,I reject the previous offer. I am expecting a workday of 8 hours and I want no agreement on leased car,deal,1
11,36,employer,1,287.6,288.6,i disagree,deal,1
11,37,candidate,0,288.6,303.4,"I am expecting a company car. But I must change our previous agreement. I am expecting a position of programmer, I am expecting a fast promotion track and I am willing to have a salary of 120,000",deal,1
11,38,employer,1,347.8,350.6,"a company car, 90k salary, 20% fund.",deal,1
11,39,candidate,0,356.2,367.8,"I disagree with the offer. I would like a salary of 120,000, I want no agreement on leased car and I am willing to have a pension of 10%",deal,1
11,40,employer,1,402.6,407,no agreement on leasd car it is. ok for 10% pension,deal,1
11,41,candidate,0,411.4,419.4,"Now let's talk about how we can agree on other issues. I am willing to have a salary of 120,000",deal,1
11,42,employer,1,419.4,423,what do u have to offer for the salary?,deal,1
11,43,candidate,0,423,425.4,"I want a salary of 120,000",deal,1
11,44,employer,1,425.4,426.6,i suggest 60k,deal,1
11,45,candidate,0,426.6,435,"I agree with a salary of 60,000. I would like to move on. I would like a workday of 8 hours",deal,1
11,46,employer,1,443.4,446.6,lets settle for 90k and 10 working hours,deal,1
11,47,candidate,0,449.8,458.2,"I reject the previous offer. I am expecting a workday of 8 hours and I am expecting a salary of 120,000",deal,1
11,48,employer,1,475,477,so 60k and ten hours,deal,1
11,49,candidate,0,479,504.6,"I refuse. I am willing to have a workday of 8 hours and I want a salary of 120,000 I want a workday of 8 hours",deal,1
11,50,employer,1,504.6,509,"lets say 20% pension but 10 working hours plus 90,000 usd",deal,1
11,51,candidate,0,517.8,527.8,"I refuse. I am expecting a workday of 8 hours, I would like a pension of 10% and I am expecting a salary of 120,000",deal,1
11,52,employer,1,557.8,559.4,"i agree for 120,000",deal,1
11,53,candidate,0,559.4,565,I would like to move on. I would like a workday of 8 hours,deal,1
11,54,employer,1,565,566.6,but 10 working hours,deal,1
11,55,candidate,0,566.6,568.6,I agree with the offer,deal,1
12,1,candidate,0,0,7.6,Hello. I would like to discuss the issues of my contract. I would like a position of project manager,deal,1
12,2,employer,1,7.6,16.4,I  think you are better than a project manager. I think you should handle the larger responsibility and be the Team Manager.,deal,1
12,3,candidate,0,25.2,35.2,"I agree with a position of team manager. Now let's talk about how we can agree on other issues. I want a salary of 120,000",deal,1
12,4,employer,1,45.2,63.2,"While it does come with more responsibility, the economy is in a bit of a rough patch right now. I know hitting the 6 figure mark is a big deal, but I propose a salary of $90,000, which is still very respectable for the position.",deal,1
12,5,candidate,0,63.2,67.2,"I reject 90,000. I would like a salary of 120,000",deal,1
12,6,employer,1,71.2,78.4,"In fact, I would like to put you on the fast promotion track with a 20% pension fund.",deal,1
12,7,candidate,0,85.6,94.8,"I agree with the offer. Now let's talk about how we can agree on other issues. I would like a salary of 120,000",deal,1
12,8,employer,1,104,108.4,"A salary of $120,000 comes with working 10 hours per day.",deal,1
12,9,candidate,0,112.8,116.6,"I refuse I am expecting a salary of 120,000",deal,1
12,10,employer,1,116.6,121,"The best I can do is $120,000 at 9 hours, then.",deal,1
12,11,candidate,0,125.4,132.2,"I refuse. I want a workday of 8 hours and I would like a salary of 90,000",deal,1
12,12,employer,1,145.8,147.4,"Ok, that will work.",deal,1
12,13,candidate,0,147.4,150.6,I am willing to have a company car,deal,1
12,14,employer,1,150.6,159.8,"Because of the short work day, I regret to inform you that we will not be able to provide you with company transportation.",deal,1
12,15,candidate,0,159.8,163,I am willing to have a company car,deal,1
12,16,employer,1,163,170.2,"We do not have one to provide, they are reserved for workers who work 9 or 10 hours.",deal,1
12,17,candidate,0,170.2,173.4,I would like no agreement on leased car,deal,1
12,18,employer,1,173.4,175.4,That is acceptable. Thank you.,deal,1
13,1,candidate,0,0,7.6,Hello. I would like to discuss the issues of my contract. I would like a position of project manager,deal,1
13,2,employer,1,7.6,12.4,"Ok! I can offer you a programmer position with a 120,000 salary.",deal,1
