conversation_id,speaker_id,start_time,end_time,text,outcome,role,is_bc,act_new_offer,act_repeat,act_push,act_comparison,act_allowance,act_end,push_subtype,comp_subtype,n_acts,acts_list
101,1,23.0,34.259,"Okay well I think as you said if so the house you mentioned um of 18 75 square feet is 2 33 600 And this home is only What I would say 30 square feet less So I don't think 30 fewer square feet translates to a whole What is that $8,000 difference",sale,seller,False,1,1,0,1,0,0,,comparison_quality,3,comparison|new_offer|repeat_offer
101,0,24.0,35.259,Square feet can be expensive Mm,sale,buyer,False,0,0,0,1,0,0,,comparison_quality,1,comparison
101,1,25.0,36.259,"But I don't think I I agree on that but I don't think 30 translates to $8,000 less",sale,seller,False,0,1,0,0,0,1,,,2,end|repeat_offer
101,0,26.0,37.259,one moment Like see some computations So according to my computations I think I'm keen to do to 28,sale,buyer,False,0,0,0,0,0,0,,,0,none
101,1,27.0,38.259,2 28 I appreciate your coming up on that and I will take that into consideration uh throughout the rest of our negotiations Um May I ask why you're interested in um this home and this area,sale,seller,False,1,0,0,1,0,0,,comparison_price,2,comparison|new_offer
101,0,28.0,39.259,Okay Why I'm interested Um Yeah well I think it's an optimal area in Center Hill Um Yeah it has a number of bedrooms that I need,sale,buyer,False,0,0,0,0,0,0,,,0,none
101,1,29.0,40.259,Um,sale,seller,True,0,0,0,0,0,0,,,0,none
101,0,30.0,41.259,I think would be a great single family home for guests for people of kids for couples for people to grow in There's fireplaces,sale,buyer,False,0,0,0,0,0,0,,,0,none
101,1,31.0,42.259,Yes People do love the fireplaces,sale,seller,False,0,0,0,0,0,0,,,0,none
101,0,32.0,43.259,appliances and eating kitchen,sale,buyer,False,0,0,0,0,0,0,,,0,none
101,1,33.0,44.259,Yes The appliances are very convenient not having to go through all the additional costs of buying further appliances and dealing with those installations,sale,seller,False,0,0,0,0,0,0,,,0,none
101,0,34.0,45.259,So I still stick of 2:28,sale,buyer,False,0,0,0,0,0,0,,,0,none
101,1,35.0,46.259,Yeah I see Well I think given the amenities you've listed and your desire to purchase the home with such characteristics I think perhaps the price could better reflect that desire,sale,seller,False,0,0,0,0,0,0,,,0,none
101,0,36.0,47.259,Please also know we're in a pandemic and I'm trying to save money too,sale,buyer,False,0,0,0,0,0,0,,,0,none
101,1,37.0,48.259,Certainly Absolutely I do understand Um But I don't think,sale,seller,False,0,0,0,0,0,0,,,0,none
101,0,38.0,49.259,there are many other home buyers during this time and I'm sure you can use the money as quickly as you can get it to If we come to a negotiation please note this is being paid in all cash,sale,buyer,False,0,0,0,1,0,0,,comparison_price,1,comparison
101,1,39.0,50.259,Oh I see Well I was you know going to offer you um perhaps uh financing in case you know as you said during the pandemic in case that would be an issue for you know for your economic situation I can certainly be flexible with payment installations over time But um now that you mentioned you have flexibility to pay in all cash I'm led to believe that you can move up a bit on price if you are in a financial position to pay upfront in cash I do have a budget Um So let me um you know review the home again and see if we can come to a more mutually agreeable outcome,sale,seller,False,0,0,0,0,0,0,,,0,none
101,0,40.0,51.259,So the final price I'm willing to go up to is 2:30 PM,sale,buyer,False,0,0,1,0,0,0,push_neutral,,1,push
101,1,41.0,52.259,Oh I see Mhm I do appreciate your coming up Um And I think that is a uh that is a much appreciated offer from where we began this process,sale,seller,False,0,0,0,0,0,0,,,0,none
101,0,42.0,53.259,Yeah Are you going to take the 2:30,sale,buyer,False,0,0,0,0,0,0,,,0,none
101,1,43.0,54.259,Um Give me 1 2nd here too Um Review the options as you know this home is very near and dear to my heart having lived here all my life Yeah Yeah Oh,sale,seller,False,0,0,0,0,0,0,,,0,none
101,0,44.0,55.259,all right wait sorry I didn't hear did you say something,sale,buyer,False,0,0,0,0,0,0,,,0,none
101,1,45.0,56.259,Oh no no Um I uh after much consideration um I believe that we can reached that agreement Um at 2:30,sale,seller,False,0,0,0,0,0,0,,,0,none
104,0,0.0,4.104,Hello,sale,buyer,True,0,0,0,0,0,0,,,0,none
104,1,1.0,5.104,Hi Yes,sale,seller,False,0,0,0,0,0,0,,,0,none
104,0,2.0,6.104,how's it going,sale,buyer,False,0,0,0,0,0,0,,,0,none
104,1,3.0,7.104,Good how are you,sale,seller,False,0,0,0,0,0,0,,,0,none
104,0,4.0,8.104,Pretty good So uh so you have a house for sale,sale,buyer,False,0,0,0,0,0,0,,,0,none
104,1,5.0,9.104,"Yeah so we have a house that's like really good It's in the nice neighborhood and just plenty amenities available including like about four bedrooms recreation room master bedroom fireplaces The outside amenities also have include like a brick fixture So I would like to ask for a price of at least 240,000 Which is a good price for this size square footage",sale,seller,False,1,0,0,0,0,0,,,1,new_offer
104,0,6.0,10.104,Right But yeah I was actually looking at other listings in the neighborhood and uh your property is a more expensive Uh and also it was built in 1947 Is that correct,sale,buyer,False,0,0,0,1,0,0,,comparison_price,1,comparison
104,1,7.0,11.104,Yes,sale,seller,True,0,0,0,0,0,0,,,0,none
104,0,8.0,12.104,So that's not that's not really a new was really looking for kind of a newer home So if you could but it's the location is good If you could come down on that price that would be maybe we could make a deal,sale,buyer,False,0,0,1,0,0,1,push_neutral,,2,end|push
104,1,9.0,13.104,So what kind of price range are you looking for,sale,seller,False,0,0,0,0,0,0,,,0,none
104,0,10.0,14.104,Uh Mhm Let's say uh like 2 25 somewhere in that range uh well we're not that far apart to 40 Well,sale,buyer,False,1,0,0,0,0,0,,,1,new_offer
104,1,11.0,15.104,well I'll have to say that adults built a little earlier The square feet is approximately the same as neighbor homes with similar characteristics Like another home of 1920 sq ft Also asked for around 2:39 600 And So I think we should I could give you maybe five or 1000 off But,sale,seller,False,0,0,0,1,0,0,,comparison_quality,1,comparison
104,0,12.0,16.104,Yeah Yeah that's not really Yeah I mean I understand what you're saying with the square footage but you know an older home is going to require uh like more maintenance and you know probably things will need to be replaced and you know and that's the costs You know that costs too So I'm just thinking about the upkeep is going to be more,sale,buyer,False,0,0,0,0,0,0,,,0,none
104,1,13.0,17.104,"And I offer you so to 35,000 is too much for you",sale,seller,False,0,0,0,0,0,0,,,0,none
104,0,14.0,18.104,Uh I could I could do let's say uh two thirties Perhaps,sale,buyer,False,0,0,0,0,0,0,,,0,none
104,1,15.0,19.104,I'll have to say maybe like 232 just because the square footage for a house of 18 75 is already 2 33 And this one also has 18 46 square footage so it's only off by like 30 square feet And you have to keep in mind that this also comes with like restaurants and transportation's within walking distance and a garage as well,sale,seller,False,1,0,0,1,0,0,,comparison_quality,2,comparison|new_offer
104,0,16.0,20.104,Yeah I just concerned you know with a 70 year old house you know that's I mean like 2 30 is really you know and then probably I'm going to have to spend you know another tend to do some kind of upgrades to kind of get it up to kind of modern standards So you know like like 2 30 Anything about 2 30 is really pushing it for me But I could I could do through 30,sale,buyer,False,0,0,0,0,1,0,,,1,allowance
104,1,17.0,21.104,Okay I'll accept your offer to dirty again,sale,seller,False,0,0,0,0,0,0,,,0,none
105,0,0.0,10.104,Hey can you hear me,sale,buyer,False,0,0,0,0,0,0,,,0,none
105,1,1.0,11.104,Hi Yeah I'm just trying to figure out how to um do you save the recording after two done Where is there a button Once it starts,sale,seller,False,0,0,0,0,0,1,,,1,end
105,0,2.0,12.104,it looks like it's already recording,sale,buyer,False,0,0,0,0,0,0,,,0,none
105,1,3.0,13.104,Okay,sale,seller,True,0,0,0,0,0,0,,,0,none
105,0,4.0,14.104,All right Yeah I just hit record as well,sale,buyer,False,0,0,0,0,0,0,,,0,none
105,1,5.0,15.104,Okay So I guess it gives the option after Um How are you,sale,seller,False,0,0,0,0,0,0,,,0,none
105,0,6.0,16.104,Good How are you,sale,buyer,False,0,0,0,0,0,0,,,0,none
105,1,7.0,17.104,Pretty good Um So also I guess you're you're starting first,sale,seller,False,0,0,0,0,0,0,,,0,none
105,0,8.0,18.104,"Yes Um So very interested in this home that you are selling And I have um run some comments based on neighboring homes Um And I understand that The asking price is 240,000 which was above the comments that I've seen in neighboring areas that have sold for similar prices Um and that are roughly the same square footage So I was hoping you could tell me a little bit more about the house and I guess why you're selling",sale,buyer,False,1,0,1,1,0,1,push_neutral,comparison_price,4,comparison|end|new_offer|push
105,1,9.0,19.104,"Um Okay Well so I consulted with a real estate investor And um they said that the house is worth um 240,000 and um well I guess one of the reasons why it is that price is that um currently there this appears to be the house that uh one of the only ones that's on the market as a lot of a lot of other houses haven't sold in a long time And um I personally I think that this is um in like one of the best areas and um sorry there's so much information Um Well I mean it has it's very spacious Um There are four bedrooms recreation room in 2.5 bedrooms Um Yeah It's in a great location it's near two parts um Lots of restaurants and transportation within walking distance amazing landscaping Um It was built in 1947 but it's been the outside has been updated and um it looks it doesn't it definitely doesn't look outdated and there's a beautiful landscaping Um And I mean those are just a few of the amenities Um",sale,seller,False,0,1,0,1,0,1,,comparison_quality,3,comparison|end|repeat_offer
105,0,10.0,20.104,"Yeah Okay Well yeah look I'm a big fan of the house I clearly want to make something work here So um you know I think the challenge that I have is uh you know the asking price is um kind of far above what other houses have been sold for and you know definitely recognize that um You know the inventory is low right now on the market Um but you know from what I understand on the description the square footage is 1846 square feet And um you know based on the asking price of 240 that's $130 per square foot Which you know based on um what My realtor has provided me with neighboring houses in this area of similar size Those have all been selling in the kind of 118 $220 Price per square foot range Um And so as a result I think you know despite the you know I love that the house is updated and such Um But I think you know in terms of an initial offer I think I'm going to come in at Um 217,000 um 500 Oh which is right Which is you know just based on the comments that I have I think what would be a fair price for the problem",sale,buyer,False,1,1,1,1,0,1,push_neutral,comparison_mixed,5,comparison|end|new_offer|push|repeat_offer
105,1,11.0,21.104,"Yeah And I mean I can see why you would say that but I think it's also um quality over quantity Um So I understand that the um the square footage uh is less than um some of the other house or sorry it's roughly the same but the price is higher Um But it is basically one of the only options that is currently being sold and um I think it has a lot of amazing amenities and not only that but the location is um really great They say like one of the biggest parts of real estate is like one of the most important parts is location and um that really hits a lot of the marks Um But I would be since my asking price is 240,000 um I would be willing to um go down to let's say um 237,000",sale,seller,False,0,1,0,1,1,1,,comparison_mixed,4,allowance|comparison|end|repeat_offer
105,0,12.0,22.104,"got it Um Okay well I appreciate that Um I think that that's certainly you know step in the right direction Um But I think you know still pretty far apart um You know from what I and again you know I think it's not just the square footage but you know I think at least based on the concept that I have um you know they're like you know there's another house that sold just a block away so you know I definitely recognize that the area is great Um But I guess you know if I and again um looking at um you know what I think would be fair I think I can step up to and again this would be based off of um Kind of $120 per square foot maybe like two Um 220,000",sale,buyer,False,1,1,1,1,0,1,push_neutral,comparison_mixed,5,comparison|end|new_offer|push|repeat_offer
105,1,13.0,23.104,"Okay Um Yeah I mean I think that that is um also like a step in the right direction Um It's I mean I think it's it's a beautiful house and um it's it's not an easy thing to let go of so I want to make sure that I Um that I sell it for a good price and um you know again I understand that the square footage is a little bit um the price per square footage is a little bit higher Um But I do think that it has amazing amenities and um it you know it's a split level style and um you know the four bedrooms and 2.5 bathrooms is Uh huh that's you know that's a lot of rooms plus the one rec room um And the kitchen is large it also comes with all of the appliances um And um the master bedroom has an entire wall of closet and detailed master bathroom Um And not only that but it has to um fireplaces and the hardwood floors are finished So you know I think like a lot of people when when they first buy a house um you know it's not just the initial price that they're paying for They also have to do a lot of remodeling and I think that when you move into this house um you wouldn't have to do any of that because it's basically all set Um And so um I was thinking maybe so I Well with my offer to 237 Um what do you think of um 235,000",sale,seller,False,1,1,1,1,0,0,push_neutral,comparison_mixed,4,comparison|new_offer|push|repeat_offer
105,0,14.0,24.104,Um Well it's still higher than what I would like Um I mean ideally I just want to get a deal done So um what if I meet you halfway and just do 2 27 500 I think that would be my best and final,sale,buyer,False,1,0,0,0,0,1,,,2,end|new_offer
105,1,15.0,25.104,Um mm Okay what do you think of um 2 29 thousands,sale,seller,False,1,0,0,0,0,0,,,1,new_offer
105,0,16.0,26.104,What about 2 28 and we call it,sale,buyer,False,0,0,0,0,1,0,,,1,allowance
105,1,17.0,27.104,Um Yeah that works,sale,seller,False,0,0,0,0,0,1,,,1,end
124,0,0.0,6.247,Oh come on,sale,buyer,False,0,0,0,0,0,0,,,0,none
124,1,1.0,7.247,"Oh okay So hi I'm your I'm your seller and Hope all is well I'd really like to sell my lovely home for $240,000",sale,seller,False,1,0,0,0,0,0,,,1,new_offer
124,0,2.0,8.247,Okay Um The most I was willing to pay was 220 That was kind of my range,sale,buyer,False,1,0,0,0,0,0,,,1,new_offer
124,1,3.0,9.247,"Mhm Well I would let you know that this house is currently 1,843 sq ft of space And compared to other neighboring homes in the area the house that's 1,875 square feet is um Already costed $233,600 But I will let you know that this house is already very modern It's been unfurnished um and already decorated The kitchen comes with appliances as well and there's four bedrooms um one recreation room and lots of space So um considering the fact that has a great view and it's in the hot popular city of Ohio I would say that um it's really well worth the value of it So for considering your um Your price range I will be willing to bump it down to $235,000",sale,seller,False,1,0,0,1,0,0,,comparison_mixed,2,comparison|new_offer
124,0,4.0,10.247,unfortunately Um It's just out of my budget so Maybe I can add 5000 to what I was thinking but I can't go any higher than that,sale,buyer,False,0,0,0,0,0,0,,,0,none
124,1,5.0,11.247,And what will that be,sale,seller,False,0,0,0,0,0,0,,,0,none
124,0,6.0,12.247,"Um 200 and 30,000",sale,buyer,False,1,0,0,0,0,0,,,1,new_offer
124,1,7.0,13.247,"30,000 Okay Um That's pretty good Um I understand your situation of the price but um um could you tell me maybe what's up like outside of the price Could you tell me what are some concerns and hesitations you have about this home maybe",sale,seller,False,0,0,0,0,0,0,,,0,none
124,0,8.0,14.247,Um Well I see that there are four bedrooms and there's one recreation room But I have for kids Mhm And they're all in their teenage years so I don't want to force any of them to share a room,sale,buyer,False,0,0,0,0,0,0,,,0,none
124,1,9.0,15.247,So it really is just,sale,seller,False,0,0,0,0,0,0,,,0,none
124,0,10.0,16.247,in terms of logistics Like I see the value and the worth of the house but if you're trying to sell it to me I can't afforded at that price And I did look at this house because I saw that some of the neighboring homes were on the cheaper side Um There's one for A selling price of 213 ah 1000 about Um So that's why I was thinking I could max by one at 230 because I know there's another one that's 230 3000 in the same area,sale,buyer,False,1,0,0,1,0,0,,comparison_price,2,comparison|new_offer
124,1,11.0,17.247,Oh yeah definitely I totally understand Especially if you have kids in their teenage years they would all definitely love to have their own bedroom But I will ensure you that um most likely I'm assuming your kids will be taking online classes and that's why you would prefer that personal bedroom But I will assure you that actually this house does have a large eat in kitchen So there's an there's also the recreation room so there's lots of space actually to have your personal area for your work office So that can be very accommodating for all your Children It's just it's just really a matter of like the beds where like they will be sleeping So it's a possibility that maybe to your Children can share a room but they will be still given that option to have their own personal workspace out either in the living room in the kitchen area So um How about 230 2000,sale,seller,False,0,1,0,0,1,0,,,2,allowance|repeat_offer
124,0,12.0,18.247,"Mm Let's see I mean it also is about money Like I did think about the bedrooms but because of the pandemic my work was cut to part time So it's my husband is the breadwinner right now and he alone can pay for this And because of my credit score I can't take out um a larger loan and I already and I can't refinance So as much as I wish I could pay more 230,000 is already me pushing my budget",sale,buyer,False,0,1,0,0,0,0,,,1,repeat_offer
124,1,13.0,19.247,"Oh yes I totally understand I'm really sorry to hear about that And if anything I really care about you finding the right home especially during these situations where we're dealing with economic upsides and downsides Um If I do ensure you though that's this house you're going to be provided with the maximum comfort of your family And it will be rewarding in the long run especially since if you're um the look out for a job you're on your um comfortable to be working from home And despite your husband um not being the breadwinner Um Having the comfort of this style home possibly near work Especially since in a major city town area It will be rewarding in the long run and I feel like um Yes I would really love to accommodate you guys for this So how about just $231,000",sale,seller,False,1,0,0,0,0,0,,,1,new_offer
124,0,14.0,20.247,"Um I appreciate the flexibility here Um And Just for myself like I would totally pay more if I had it Like I'd be willing to pay even $10,000 more if I had it Unfortunately I just don't have it Like I don't have the means to pay for it Um So I think I can only really do 230,000",sale,buyer,False,1,1,0,0,0,0,,,2,new_offer|repeat_offer
124,1,15.0,21.247,"All right well okay 230,000 It is",sale,seller,False,0,1,0,0,0,0,,,1,repeat_offer
129,0,0.0,4.373,Yeah I started recording as well Cool,sale,buyer,False,0,0,0,0,0,0,,,0,none
129,1,1.0,5.373,Um I think what does it say Does buyer go first Right Uh huh,sale,seller,False,0,0,0,0,0,0,,,0,none
129,0,2.0,6.373,You get I'm not sure last time it was the seller that one pretty straight,sale,buyer,False,0,0,0,0,0,0,,,0,none
129,1,3.0,7.373,So for me it was a buyer actually,sale,seller,False,0,0,0,0,0,0,,,0,none
129,0,4.0,8.373000000000001,Well um if,sale,buyer,False,0,0,0,0,0,0,,,0,none
129,1,5.0,9.373000000000001,you can if you want to start,sale,seller,False,0,0,0,0,0,0,,,0,none
129,0,6.0,10.373000000000001,"Yeah sure So um I'm interested in buying your house Um I've been reading into it And I was thinking that 200,000 is a fair price",sale,buyer,False,1,0,1,0,0,0,push_neutral,,2,new_offer|push
129,1,7.0,11.373000000000001,"200,000 Yeah",sale,seller,False,0,1,0,0,0,0,,,1,repeat_offer
129,0,8.0,12.373000000000001,"2,00,000",sale,buyer,False,0,0,0,0,0,0,,,0,none
129,1,9.0,13.373000000000001,"wow Um so I put a lot of work into this house Um and I also have friends who are in real estate and they've said that 240,000 um is a good price So I mean I know it's been on the market for a little so I was going to lower it a little offering you a good deal Yeah",sale,seller,False,1,0,0,1,0,1,,comparison_price,3,comparison|end|new_offer
129,0,10.0,14.373000000000001,So you said it's been on the market for a little bit continue y it's been on the market,sale,buyer,False,0,0,0,1,0,0,,comparison_price,1,comparison
129,1,11.0,15.373000000000001,"Um I think just like with Covid right now people are a little uncertain of their futures Um And aren't so cute you know they don't know where they'll be So buying a home is kind of a big risk right now However if you're looking for a home which it sounds like you are um it's definitely beautiful house beautiful neighborhood Um and it's a pretty good bang for your buck So I'm willing to take off a couple of $1,000",sale,seller,False,0,0,0,1,0,0,,comparison_price,1,comparison
129,0,12.0,16.373,How many is a couple,sale,buyer,False,0,0,0,0,0,0,,,0,none
129,1,13.0,17.373,Like two,sale,seller,False,0,0,0,0,0,0,,,0,none
129,0,14.0,18.373,"2000 Yeah I don't know I don't know if I can do that Um you know I mean I I understand this house has been on the market for long uh And I know you're probably eager to sell it like getting getting this house um Off the mark is definitely a big win It's just I can't and in full [PERSON] by this house for that much when obviously when Covid is going around um the housing market's up in the air there's so much uncertainty with our With a new president we don't know what's really going to happen um for all I know is I I could buy it today for 240,000 and the prices plummet So you're looking from my perspective as well Um And I know there's been other other other houses on the market um There's a um there's one with with larger square foot about almost 100 square foot larger that that sold for less than what you're offering Um And 100 square foot is a sizable amount of space so like I I just think I don't think I can pay 240,000 you",sale,buyer,False,0,1,0,1,0,1,,comparison_mixed,3,comparison|end|repeat_offer
129,1,15.0,19.373,"know what's the long you know what's the lowest I would go Um Well I'm just looking again also at the other homes and not like for comparable spaces Um And I think the lowest I go is um 230,000 used on the other",sale,seller,False,1,0,0,1,0,0,,comparison_price,2,comparison|new_offer
129,0,16.0,20.373,"whatever How about this What if you met in the middle I know you want I want 200,000 You want 240,000 I'll put an extra 20,000 more if you take off 20,000 I think I think that's that's a fair trade I'm coming up halfway You're going down halfway",sale,buyer,False,0,1,1,0,0,0,push_neutral,,2,push|repeat_offer
129,1,17.0,21.373,Um How about 2 25 Mm I just I put in a lot of work into this house um and it's you know hardwood floors newly decorated to working fireplaces uh separate garage It really has all the all the bells and whistles as they say So I just I want to make sure I'm getting my Yeah Okay Is that your final price That's the lowest I would go Yeah,sale,seller,False,0,0,0,0,1,0,,,1,allowance
129,0,18.0,22.373,Alright I'll buy it to 25,sale,buyer,False,0,0,0,0,0,0,,,0,none
131,0,0.0,13.91,How are you both recording,sale,buyer,False,0,0,0,0,0,0,,,0,none
