global_row_id,dataset_name,source_file,conversation_id,turn_index,speaker_id,role,start_time,end_time,duration_min,text,outcome,goemo_admiration,goemo_amusement,goemo_anger,goemo_annoyance,goemo_approval,goemo_caring,goemo_confusion,goemo_curiosity,goemo_desire,goemo_disappointment,goemo_disapproval,goemo_disgust,goemo_embarrassment,goemo_excitement,goemo_fear,goemo_gratitude,goemo_grief,goemo_joy,goemo_love,goemo_nervousness,goemo_optimism,goemo_pride,goemo_realization,goemo_relief,goemo_remorse,goemo_sadness,goemo_surprise,goemo_neutral,goemo_dominant_emotion,goemo_dominant_score,goemo_emotion_intensity
emaad_sales__794,emaad_sales,emaad-sales.csv,10057_56,10,0,buyer,38.52,43.2,,"Understood. If I may reassure you, there’s no provider switch—your local utility still delivers and services the power. The only change is the discount and the lower rate we apply.",no sale,0.0033200635,0.00072169304,0.001192735,0.0071984148,0.62422574,0.043708626,0.0048037306,0.0017396839,0.002112181,0.0030532803,0.006939949,0.00085036637,0.0005326495,0.00069962314,0.002339548,0.0025928076,0.00048554857,0.0012321931,0.0013277472,0.0014026278,0.06354687,0.00078019314,0.041022263,0.004007243,0.0011448844,0.0020450067,0.00047125635,0.25912598,approval,0.62422574,1.0826229
emaad_sales__795,emaad_sales,emaad-sales.csv,10057_56,11,1,seller,43.6,47.7,,I see. It's just that I recently renegotiated my rate directly with Central Power and they told me they had the best one for my area.,no sale,0.004418303,0.00085509196,0.0004237708,0.004433014,0.23968333,0.0015336389,0.002267893,0.00079393975,0.0018866237,0.006296367,0.0042652,0.0007417405,0.0005229683,0.0012745872,0.00050883,0.0012565486,0.0003190761,0.0023945153,0.0014846574,0.0005789721,0.008108248,0.00079659675,0.09495965,0.0024324362,0.0006203777,0.0019410278,0.0007219889,0.71898997,neutral,0.71898997,1.1045094
emaad_sales__796,emaad_sales,emaad-sales.csv,10057_56,12,0,buyer,48.19,51.97,,That's great you've already checked—could I ask what kilowatt-hour rate they offered you?,no sale,0.77567077,0.0023475506,0.0036695057,0.0057602054,0.044253476,0.004636115,0.046042196,0.5975793,0.0033352296,0.003442063,0.0076032537,0.0012815709,0.0006847053,0.008026039,0.0010011991,0.004580173,0.0006392539,0.0027642287,0.005340259,0.00057608663,0.0074548335,0.0007061084,0.004269185,0.00048151612,0.0010532315,0.0028368132,0.00576102,0.032930598,admiration,0.77567077,1.5747265
emaad_sales__797,emaad_sales,emaad-sales.csv,10057_56,13,1,seller,52.26,55.54,,"They said I was at $0.13 per kilowatt, but honestly, as long as my bill doesn't shoot up, I don't want to mess with anything.",no sale,0.0028277186,0.00065745815,0.035035092,0.18198013,0.16505468,0.029038882,0.0011448059,0.0006640184,0.0048867506,0.0068016862,0.07477009,0.003418242,0.00082843984,0.00089358655,0.0009859632,0.00090548664,0.00029786443,0.0010882227,0.000769525,0.00047396906,0.016563077,0.00095240044,0.011345085,0.0011723869,0.00033895197,0.0012974852,0.0003207233,0.4281449,neutral,0.4281449,0.9726577
emaad_sales__798,emaad_sales,emaad-sales.csv,10057_56,14,0,buyer,55.81,59.76,,Completely understandable. Would it help if I emailed you the full offer so you could compare the savings and decide later?,no sale,0.012829533,0.0012347021,0.0017300574,0.0058601582,0.45011047,0.024866633,0.05945089,0.4937746,0.008062106,0.0017806954,0.005719756,0.0011113638,0.0004768026,0.0054060975,0.0015555145,0.001566425,0.000511322,0.0017524934,0.0049343924,0.0011005464,0.032434437,0.00029466566,0.0111360615,0.0010703059,0.0013054879,0.0019383943,0.0028322414,0.19538492,curiosity,0.4937746,1.330231
emaad_sales__799,emaad_sales,emaad-sales.csv,10057_56,15,1,seller,60.03,63.61,,"No, that's okay. I get a ton of energy emails already. Maybe next time—I'm going to stick to what I have for now.",no sale,0.011349563,0.0023353137,0.0006830511,0.005022522,0.74143404,0.010129494,0.01535425,0.0053696767,0.01862124,0.0032188504,0.020177267,0.00074608164,0.00038487703,0.0066747363,0.0011115453,0.00403826,0.00035829365,0.0063986867,0.0032896365,0.00076049776,0.30005848,0.0013242554,0.03757365,0.0038778565,0.0006019306,0.0008029375,0.0016856518,0.12972613,approval,0.74143404,1.3331088
emaad_sales__800,emaad_sales,emaad-sales.csv,10057_56,16,0,buyer,64.11,66.86,,"Of course! Thank you for your time, Mr. Ramirez. If anything changes, you have our number. Have a wonderful afternoon.",no sale,0.022213116,0.0024027524,0.0012397352,0.0037460346,0.03963558,0.015597749,0.002522529,0.0035110028,0.0031857602,0.0010811631,0.0029179507,0.00080953294,0.0004283262,0.007381751,0.000754566,0.9904479,0.00067097176,0.011570277,0.002729336,0.0004813484,0.018132873,0.0012520088,0.0049890163,0.005731002,0.0017643387,0.0019085112,0.0014522646,0.007428397,gratitude,0.9904479,1.1559858
emaad_sales__329,emaad_sales,emaad-sales.csv,10521_24,0,0,buyer,1.25,6.15,,"Hello, is this Ms. Sanders? Good afternoon—this is Jill Evans calling from HomeGrid Energy.",no sale,0.0029223212,0.0013338361,0.00083975994,0.0031433662,0.03633465,0.0034327966,0.021468828,0.09957929,0.0022728462,0.0006444735,0.0010555218,0.00044686836,0.00033526032,0.036801845,0.0006439485,0.027791712,0.000304256,0.011697226,0.002036898,0.00064208277,0.004526586,0.00037452023,0.0064786403,0.0014381032,0.00036545482,0.0006602854,0.005363258,0.5610878,neutral,0.5610878,0.8340224
emaad_sales__330,emaad_sales,emaad-sales.csv,10521_24,1,1,seller,6.65,7.52,,"Yes, this is she.",no sale,0.009080905,0.00397868,0.0020174878,0.006289473,0.19385912,0.0009907845,0.005011254,0.006315547,0.0029915983,0.0022686396,0.002834149,0.0014980206,0.0014374665,0.2690261,0.0029661295,0.0011776093,0.00082685385,0.03650173,0.0033343197,0.002297386,0.0042469497,0.0036377786,0.054147836,0.004398862,0.00029200912,0.0015096802,0.06106717,0.3720614,neutral,0.3720614,1.056065
emaad_sales__331,emaad_sales,emaad-sales.csv,10521_24,2,0,buyer,8.09,13.74,,"Thanks for picking up! The reason for my call is that we’re introducing a new energy plan for valued customers in your area, and you qualify for an exclusive monthly discount.",no sale,0.0073191714,0.0019647288,0.00074349414,0.003070348,0.030883526,0.002654314,0.0021621778,0.0014880486,0.0014778515,0.000979487,0.0016331092,0.00076535356,0.00044394998,0.00821838,0.0004054153,0.9762808,0.00035297006,0.0100836875,0.0014495758,0.000271538,0.0059723984,0.0009949768,0.009487313,0.0042480063,0.0009407906,0.0011587891,0.0015099144,0.023180842,gratitude,0.9762808,1.100141
emaad_sales__332,emaad_sales,emaad-sales.csv,10521_24,3,1,seller,14.1,17.06,,"Okay, what does that involve?",no sale,0.0024921158,0.0012132353,0.0017057996,0.006538391,0.042549137,0.002287467,0.1800016,0.6105803,0.0015076373,0.0014037738,0.003425999,0.00095662114,0.00063184055,0.0036838884,0.0014131226,0.001073224,0.00028034457,0.0011869611,0.0018636503,0.0007808417,0.0036082442,8.425483e-05,0.009828176,0.00030497683,0.00040889299,0.0011677325,0.00789465,0.26169413,curiosity,0.6105803,1.150567
emaad_sales__333,emaad_sales,emaad-sales.csv,10521_24,4,0,buyer,17.48,22.93,,"It's pretty simple! We can offer you a fixed-rate plan at $0.11 per kilowatt—guaranteed for twelve months—and a $5 monthly bill credit, no contract required.",no sale,0.0103718955,0.0009190373,0.00068420166,0.0037973877,0.58562744,0.011171535,0.0022697365,0.0030423733,0.0037918645,0.000760087,0.0046073063,0.00038884804,0.000121292855,0.0055623366,0.00033911777,0.001748633,0.0001765878,0.004992568,0.0023928622,0.0002715476,0.03299887,0.00069334806,0.010645518,0.002048972,0.00020251663,0.0005043903,0.0005437681,0.44372767,approval,0.58562744,1.1344017
emaad_sales__334,emaad_sales,emaad-sales.csv,10521_24,5,1,seller,23.7,25.09,,"Oh, so my bill would go down?",no sale,0.0015648521,0.0017207413,0.0018842259,0.007928375,0.009515513,0.0023440064,0.30774358,0.63901424,0.0019419076,0.0059883455,0.0042170733,0.0009842513,0.0015156522,0.003561617,0.0026015071,0.0005801067,0.00056703325,0.0015753268,0.0011146878,0.0017412008,0.012127863,9.649599e-05,0.015656805,0.00039818347,0.0010422028,0.0026329658,0.032092307,0.2268001,curiosity,0.63901424,1.2889513
emaad_sales__335,emaad_sales,emaad-sales.csv,10521_24,6,0,buyer,25.49,29.66,,"Yes, for most of our customers it means an average of $8–$12 a month in savings, plus the bill credit, starting immediately.",no sale,0.005258906,0.0014129437,0.00089064584,0.0042580995,0.69509673,0.0026194667,0.003082495,0.0018631393,0.004323637,0.0011916726,0.004077662,0.00073857454,0.00024567006,0.010024397,0.00066705566,0.0015405026,0.0002525036,0.008690544,0.0026014438,0.00044927216,0.020997524,0.0010042756,0.020850059,0.002813703,0.00021263174,0.00071983715,0.0010800739,0.30404195,approval,0.69509673,1.1010054
emaad_sales__336,emaad_sales,emaad-sales.csv,10521_24,7,1,seller,30.01,33.25,,"Hmm, I think I'm already on a fixed plan though. Do you know if this beats what I have?",no sale,0.0045842556,0.0015765497,0.0008603103,0.0030270203,0.0493608,0.004727925,0.21267232,0.6460089,0.005454989,0.0016439924,0.0031311142,0.00064116705,0.00047062337,0.0063208933,0.0017935205,0.00092534866,0.00034228104,0.0018065848,0.0040811137,0.0011098493,0.019809458,0.00012302003,0.011116351,0.00041739256,0.0008014567,0.0014449091,0.0057694567,0.24398372,curiosity,0.6460089,1.2340053
emaad_sales__337,emaad_sales,emaad-sales.csv,10521_24,8,0,buyer,33.75,37.59,,"I can help you compare! If you have a recent bill handy, we can look at your current rate and see if we can improve it.",no sale,0.0074388254,0.0011720179,0.0014292267,0.004920703,0.12991479,0.6392116,0.002075742,0.005386969,0.022444045,0.0014675551,0.004119132,0.00058412855,0.0003291213,0.0030199958,0.0010035101,0.008708346,0.0008230986,0.0038526542,0.005465945,0.0012492227,0.3195731,0.0011603555,0.006784667,0.004311076,0.002718388,0.0018911023,0.00062317925,0.2676638,caring,0.6392116,1.4493425
emaad_sales__338,emaad_sales,emaad-sales.csv,10521_24,9,1,seller,38.44,42.27,,"Honestly, I don't have one nearby. And I'm actually not sure I want to change right now—I just switched providers last month.",no sale,0.004256163,0.0021524143,0.0026550703,0.01814006,0.08293005,0.0029076056,0.80205727,0.0077222125,0.0040071635,0.018263415,0.08855823,0.0029420822,0.0030456695,0.0038022068,0.0041706483,0.0034993107,0.0006234988,0.009886089,0.004729031,0.0064154034,0.01274778,0.0011232349,0.07706179,0.002660175,0.0021791551,0.0024977932,0.0032222576,0.15384577,confusion,0.80205727,1.3281015
emaad_sales__339,emaad_sales,emaad-sales.csv,10521_24,10,0,buyer,42.81,47.74,,"I understand—sometimes timing just isn't right. But let me mention, there’s no early termination, no hidden fees, and it only takes a couple minutes to switch if you reconsider.",no sale,0.002073492,0.00063938973,0.0019403241,0.032047726,0.28515506,0.0066322666,0.030600455,0.0017617506,0.0024182599,0.023801247,0.24542457,0.0012685619,0.0015029908,0.00052326295,0.00055069244,0.0013279584,0.0004431665,0.0014831616,0.0014692128,0.0010020373,0.014039502,0.0006877564,0.118071966,0.002676196,0.0017085269,0.0028922611,0.00088639715,0.388136,neutral,0.388136,1.1711642
emaad_sales__340,emaad_sales,emaad-sales.csv,10521_24,11,1,seller,48.07,51.41,,"I appreciate that, but it's not a good time for me. Could you maybe send me details by email?",no sale,0.43893784,0.00064052845,0.0055323015,0.018146118,0.053696636,0.015260549,0.10736045,0.5775166,0.01884811,0.025271302,0.12342423,0.0030505063,0.0017563358,0.008161385,0.0016967488,0.074386254,0.001595635,0.003275124,0.0066530895,0.0015264889,0.018038342,0.0012291342,0.0064020255,0.0017214582,0.0055923006,0.007492908,0.00459254,0.03167007,curiosity,0.5775166,1.5634751
emaad_sales__341,emaad_sales,emaad-sales.csv,10521_24,12,0,buyer,51.98,54.47,,"Sure, I can do that. Would you mind confirming your email address for me?",no sale,0.018848604,0.001624978,0.001352063,0.004591806,0.6890478,0.022823323,0.01852851,0.23391111,0.019886183,0.0012979073,0.007008008,0.0009201155,0.00030098084,0.015915656,0.0012179718,0.0036741775,0.00040618298,0.0041042073,0.007420769,0.0008373756,0.06222926,0.0006246637,0.008940042,0.0019465263,0.0007733613,0.0011454441,0.0026574212,0.1337334,approval,0.6890478,1.2657678
emaad_sales__342,emaad_sales,emaad-sales.csv,10521_24,13,1,seller,54.82,57.03,,It's the same one on my account—please go ahead and send the info.,no sale,0.0044970773,0.0010001784,0.00081777544,0.005362243,0.5815737,0.008609017,0.0014749587,0.0017651293,0.0025506576,0.0009362133,0.004124814,0.00047622618,0.00012847765,0.0019507126,0.00031048674,0.0022849436,0.00018246661,0.0022520649,0.0017566493,0.00023683548,0.013155311,0.00046312268,0.010925063,0.0014417678,0.00021544904,0.0006104134,0.00037859858,0.5136609,approval,0.5815737,1.1631413
emaad_sales__343,emaad_sales,emaad-sales.csv,10521_24,14,0,buyer,57.67,61.58,,"Absolutely! If you have any questions or decide to take advantage of the discount, just reply to the email or give us a call.",no sale,0.014752611,0.0012542886,0.0018250775,0.007128739,0.73690915,0.022707755,0.041584093,0.09200081,0.0047308113,0.0010827091,0.010399841,0.00073374866,0.0003218996,0.010162451,0.0014525709,0.0040107314,0.00034138456,0.0050469795,0.0029011308,0.0010857633,0.040838704,0.0007484101,0.013644822,0.0027376837,0.00061823893,0.0008029156,0.002427338,0.14346786,approval,0.73690915,1.1657186
emaad_sales__344,emaad_sales,emaad-sales.csv,10521_24,15,1,seller,61.98,63.24,,Will do—thank you.,no sale,0.0043827216,0.002367306,0.0012980879,0.0051852,0.014221248,0.0023753492,0.0021749071,0.0014997642,0.0012328335,0.0015007621,0.0028888886,0.0011068718,0.00060482323,0.0023537457,0.0004882163,0.9891478,0.00039826968,0.0033345926,0.0013770688,0.00020192718,0.0069223605,0.00050440326,0.0054747784,0.0020527567,0.0017657191,0.0019372182,0.0014039375,0.009261483,gratitude,0.9891478,1.0674632
emaad_sales__169,emaad_sales,emaad-sales.csv,10523_13,0,0,buyer,1.67,6.03,,"Hello, may I speak with Mrs. Ramirez? This is Jamie from Metro Energy calling about your residential energy service.",no sale,0.0012237115,0.002141826,0.002024575,0.006659389,0.013693134,0.0045438637,0.044314742,0.31239507,0.009133833,0.0012023877,0.0018940648,0.00086037867,0.00048140323,0.0043771113,0.0009112213,0.0010820656,0.00031751784,0.0014754399,0.0018686276,0.00051832397,0.005273754,0.00010730587,0.0032149053,0.00031524542,0.0005998319,0.0009867657,0.0023387135,0.76151,neutral,0.76151,1.1854652
emaad_sales__170,emaad_sales,emaad-sales.csv,10523_13,1,1,seller,6.62,8.24,,"Hi, this is Mrs. Ramirez. What can I help you with?",no sale,0.001249018,0.000860639,0.0030636617,0.008686466,0.017329952,0.1298394,0.026187696,0.28791782,0.018022858,0.0017169768,0.0023099037,0.0009491312,0.00062374404,0.0028373338,0.0025549873,0.0034575693,0.0009045277,0.0014048824,0.0037313905,0.0022378955,0.014826968,0.00015997811,0.003315672,0.00094410847,0.004503232,0.0043972246,0.0020115296,0.47516158,neutral,0.47516158,1.0212061
emaad_sales__171,emaad_sales,emaad-sales.csv,10523_13,2,0,buyer,8.68,17.26,,"Thank you for taking my call! The reason I’m reaching out is that we’re launching a new energy plan with exclusive discounts for existing customers, and I wanted to give you the opportunity to start saving right away.",no sale,0.0041379626,0.0028223014,0.002374816,0.009728016,0.020893384,0.009694751,0.0032331254,0.010128724,0.12753262,0.0022267406,0.0035650453,0.0017440243,0.0007816633,0.010393193,0.0008784575,0.95036227,0.00067450834,0.006378358,0.003277199,0.0006837672,0.026904907,0.00105556,0.0046270466,0.003404448,0.0032229898,0.0027250359,0.0012863838,0.024788048,gratitude,0.95036227,1.2395253
emaad_sales__172,emaad_sales,emaad-sales.csv,10523_13,3,1,seller,17.8,20.1,,I see. Can you tell me a bit more about this plan? What's different from what I already have?,no sale,0.0056085256,0.0016124271,0.0018856891,0.0054648775,0.01465711,0.0048019257,0.088202044,0.81921905,0.0055634184,0.0022367535,0.0036728282,0.0008829079,0.000482925,0.003916596,0.0013619686,0.001420984,0.0003595352,0.001334277,0.0033088904,0.00074309285,0.0066125602,7.238979e-05,0.00402291,0.00027255865,0.00085558055,0.0019426119,0.0038362849,0.18373735,curiosity,0.81921905,1.1680881
emaad_sales__173,emaad_sales,emaad-sales.csv,10523_13,4,0,buyer,20.52,27.3,,"Great question. The main difference is the rate—on this plan, you'll receive a guaranteed 12% discount on your energy usage for the next 12 months. Plus, there are no long-term contracts, and your current provider and service remain the same.",no sale,0.8599287,0.0009474769,0.00055808964,0.002474009,0.14205186,0.002428451,0.0037550766,0.0041767647,0.0011285669,0.0021471607,0.004999708,0.00042330124,0.00019194033,0.0047748713,0.00027240175,0.024916934,0.00024772462,0.0032972752,0.0013219909,0.00014308744,0.0160339,0.0026982452,0.01210644,0.0011585492,0.00026450175,0.0007108569,0.001970282,0.06313662,admiration,0.8599287,1.1582648
emaad_sales__174,emaad_sales,emaad-sales.csv,10523_13,5,1,seller,28.0,31.12,,Is there any catch? I don’t want to end up with hidden fees or surprises after signing up.,no sale,0.001303952,0.0011856683,0.0040721213,0.025012126,0.017573202,0.007147623,0.24487753,0.6132233,0.0094360225,0.0095295,0.087741904,0.002789617,0.0018861297,0.0037006435,0.004511039,0.0006187302,0.00048392863,0.0017499045,0.0019578768,0.0023981885,0.0071895425,0.00010279122,0.0070955143,0.0005113261,0.001139985,0.0030289493,0.0046650716,0.18426433,curiosity,0.6132233,1.2491965
emaad_sales__175,emaad_sales,emaad-sales.csv,10523_13,6,0,buyer,31.52,35.74,,"Absolutely not, I promise full transparency. The discounted rate applies automatically, and there’s no activation fee—your bill simply goes down.",no sale,0.0050748964,0.00071356713,0.002918668,0.016019389,0.45827943,0.013435831,0.0031009305,0.0020006609,0.002235815,0.0028928085,0.2111914,0.0007491822,0.00036643125,0.0017192782,0.00042340174,0.0028018432,0.0002524427,0.0017058207,0.0012695071,0.00026993276,0.012234036,0.000631189,0.016132304,0.0019366525,0.00039108304,0.0011589814,0.00066494837,0.3744738,approval,0.45827943,1.1350441
emaad_sales__176,emaad_sales,emaad-sales.csv,10523_13,7,1,seller,36.39,41.33,,"Hm, to be honest, I’m pretty satisfied with my current bill. I also just renewed a plan with a different provider a couple months ago.",no sale,0.07861563,0.0027107669,0.0013361234,0.007829842,0.6076185,0.021993676,0.0022407358,0.0009962275,0.0061931666,0.002379528,0.007071773,0.00091664464,0.0008923184,0.021008588,0.00093540543,0.045354914,0.001182437,0.3628539,0.003718556,0.0017863272,0.022132037,0.024070574,0.027072506,0.088767916,0.0008125324,0.002199417,0.0012906631,0.060431093,approval,0.6076185,1.4044119
emaad_sales__177,emaad_sales,emaad-sales.csv,10523_13,8,0,buyer,41.59,46.18,,"That makes sense. Out of curiosity, do you remember what kilowatt-hour rate you’re currently paying? Maybe I can check if our plan would be cheaper, just for comparison.",no sale,0.029271772,0.0046689217,0.0027844047,0.006225374,0.035896964,0.008451738,0.04830081,0.89871824,0.0076813973,0.002333517,0.0051062866,0.0013938786,0.0008505697,0.019595742,0.0019261625,0.0021507107,0.00057914923,0.003948995,0.0066689025,0.0014134471,0.009387401,0.00020133582,0.0046896394,0.000594932,0.0011958014,0.0023183622,0.007686331,0.08129016,curiosity,0.89871824,1.195331
emaad_sales__178,emaad_sales,emaad-sales.csv,10523_13,9,1,seller,46.86,48.6,,"Off the top of my head, I think it's around eleven cents. Why?",no sale,0.0012881727,0.0012064173,0.002643362,0.013007175,0.008185393,0.001359059,0.60336,0.4065284,0.0009165145,0.003757048,0.0069592725,0.0014842757,0.0010433675,0.0013217,0.0013784544,0.0008525922,0.00033812475,0.0007206395,0.0013463462,0.00066497433,0.004060689,7.658325e-05,0.009546366,0.00018376284,0.0005442112,0.0014506514,0.009125779,0.42479858,confusion,0.60336,1.508148
emaad_sales__179,emaad_sales,emaad-sales.csv,10523_13,10,0,buyer,49.19,53.26,,"Ours is currently offering ten point four cents per kilowatt-hour, which could mean about $8–$10 savings per month for you. Would you like to see a sample comparison on your last bill?",no sale,0.0026496046,0.0015923013,0.0014479375,0.004803626,0.017130291,0.0059782555,0.05610209,0.6030239,0.016249966,0.0014860259,0.0023876375,0.00070065336,0.00029582507,0.003348717,0.0009888164,0.00095802656,0.00028673786,0.0014074543,0.0033962217,0.00048192503,0.013638028,8.745937e-05,0.003433126,0.0002729144,0.0006533419,0.001171274,0.002200469,0.47660765,curiosity,0.6030239,1.2227803
emaad_sales__180,emaad_sales,emaad-sales.csv,10523_13,11,1,seller,53.65,56.71,,"No, that’s okay. Like I mentioned, I’m locked in with my provider, and I also get loyalty rebates by staying with them.",no sale,0.013823814,0.00069656945,0.0010720085,0.0055240965,0.7611105,0.009521055,0.002008898,0.0013932083,0.0013879277,0.0013330088,0.012715505,0.00061007263,0.00024413248,0.0019092935,0.0003972438,0.0032394044,0.00024035189,0.0027324527,0.0040972647,0.00027537282,0.010229872,0.0010570548,0.017267609,0.0025473067,0.00041985215,0.0008706266,0.00046718665,0.2936425,approval,0.7611105,1.1508342
